StdInChIKey,SMILES,Dataset1,LogS1,T1,Dataset2,LogS2,T2,Dataset3,LogS3,T3,N_datapoints,SD_error,Error_note,Pred_comment,LogS Changed?,LogS_mean,LogS_median
AJNKBCXCPVRBBQ-UHFFFAOYSA-N,c1ccc(cc1)c1ccc(cc1)c1cn2c(=O)c3c(nc2[nH]1)n(cn3)COCCO,reaxys_water,-3.640170778,25,,,,,,,1,,,,,-3.640170778,-3.640170778
AJSWHUXLZRXPJL-UHFFFAOYSA-N,c1cc(ccc1Cl)S(=O)(=O)Nc1nnc(s1)S(=O)(=O)N,Aq_Sol_DB,-2.01,,reaxys_water,-1.554371673,25,,,,2,,,,,-1.782185837,-1.782185837
AJVBPNRMKNARPG-UHFFFAOYSA-N,c1cc(cc(c1)S(=O)(=O)N)C(=O)N,reaxys_water,-2.155375083,25,ons_water,-2.155,,Aq_Sol_DB,-2.1554,,3,0.000224094,,,,-2.155258361,-2.155375083
AJWHQEKVIAEOBU-UHFFFAOYSA-N,CC(c1ccc2cc(ccc2c1)OC)C(=O)OC(C)OC(=O)C(Cc1ccccc1)N,Aq_Sol_DB,-3.5,,,,,,,,1,,,,,-3.5,-3.5
AJYOOHCNOXWTKJ-UHFFFAOYSA-N,c1ccc(cc1)C(c1ccc(cc1)Cl)O,Aq_Sol_DB,-3.4886,,,,,,,,1,,,,,-3.4886,-3.4886
AJZKMDAYNXJZOR-UHFFFAOYSA-N,CC1c2ccc(cc2C(=O)O1)N,Aq_Sol_DB,-1.7891,,,,,,,,1,,,,,-1.7891,-1.7891
AJZYYDODZUXKPL-UHFFFAOYSA-N,C1CCC(C1)C1=C(C(=O)c2ccccc2C1=O)O,reaxys_water,-4.406583204,25,,,,,,,1,,,,,-4.406583204,-4.406583204
AKCLMRLUECNBLP-UHFFFAOYSA-N,C(CC(=O)O)c1nc(N)[nH]n1,reaxys_water,-1.485955125,25,,,,,,,1,,,,,-1.485955125,-1.485955125
AKCRQHGQIJBRMN-UHFFFAOYSA-N,c1ccc(c(c1)Cl)N,Aq_Sol_DB,-1.357574146,,,,,,,,1,,,,,-1.357574146,-1.357574146
AKDMEMZLNOHXLE-UHFFFAOYSA-N,CCC(=O)OC1CCS(=O)(=O)C1,reaxys_water,-0.715632997,25,,,,,,,1,,,,,-0.715632997,-0.715632997
AKEUNCKRJATALU-UHFFFAOYSA-N,c1cc(c(c(c1)O)C(=O)O)O,Aq_Sol_DB,-1.2074,,,,,,,,1,,,,,-1.2074,-1.2074
AKFZINZSGJYCMM-UHFFFAOYSA-N,c1cc(cnc1)C(=O)Nc1nccc(Nc2ccc(cc2)S(=O)(=O)N)n1,Aq_Sol_DB,-1.27,,,,,,,,1,,,,,-1.27,-1.27
AKGGYBADQZYZPD-UHFFFAOYSA-N,CC(=O)CCc1ccccc1,Aq_Sol_DB,-1.716017996,,,,,,,,1,,,,,-1.716017996,-1.716017996
AKIIJALHGMKJEJ-UHFFFAOYSA-N,CC1CCCCC1OC(=O)C,Aq_Sol_DB,-2.550297857,,,,,,,,1,,,,,-2.550297857,-2.550297857
AKLDPNVZTZIVFA-UHFFFAOYSA-N,c1c(c(cc(c1N)S(=O)(=O)O)Cl)Cl,Aq_Sol_DB,-2.105210692,,,,,,,,1,,,,,-2.105210692,-2.105210692
AKLIYCJZHPSMMA-UHFFFAOYSA-N,CCCCCC(=O)OCSc1c2c([nH]cn2)ncn1,ons_water,-3.622,,reaxys_water,-3.621627307,23,Aq_Sol_DB,-3.63,,3,0.004730061,,,,-3.624542436,-3.622
AKMQARIMOMYINK-RKQHYHRCSA-N,c1cc(ccc1C1=Nn2c(C(C(C(C(C(CO)O)O)O)O)O)nnc2SC1)F,reaxys_water,-3.429913698,20,,,,,,,1,,,,,-3.429913698,-3.429913698
AKNMPWVTPUHKCG-UHFFFAOYSA-N,Cc1cc(Cc2cc(C)cc(C3CCCCC3)c2O)c(c(c1)C1CCCCC1)O,Aq_Sol_DB,-6.979034273,,,,,,,,1,,,,,-6.979034273,-6.979034273
AKNNEGZIBPJZJG-MSOLQXFVSA-N,CN1CCc2cc3c(c(c2C1C1c2ccc(c(c2C(=O)O1)OC)OC)OC)OCO3,Aq_Sol_DB,-3.1393,,reaxys_water,-6.139277581,30,,,,2,,,,,-4.639288791,-4.639288791
AKNQMEBLVAMSNZ-UHFFFAOYSA-N,c1cc(c(cc1Cl)Cl)C1(Cn2cncn2)OCCO1,Aq_Sol_DB,-3.0031,,,,,,,,1,,,,,-3.0031,-3.0031
AKRGPMZFCFDFQW-UHFFFAOYSA-N,c1ccc2c(c1)C(N1CCC(C1=N2)O)O,Aq_Sol_DB,-2.07,,,,,,,,1,,,,,-2.07,-2.07
AKTQJCBOGPBERP-UHFFFAOYSA-N,Cc1cccc(c1S(=O)(=O)NC(=O)Nc1nc(nc(n1)OCC(F)(F)F)N(C)C)C(=O)O,Aq_Sol_DB,-5.6798,,,,,,,,1,,,,,-5.6798,-5.6798
AKUJBENLRBOFTD-RPRRAYFGSA-N,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(C(CC2(C)C1(C(=O)COC(=O)C)O)O)F,Aq_Sol_DB,-4.9,,,,,,,,1,,,,,-4.9,-4.9
ALARQZQTBTVLJV-UHFFFAOYSA-N,CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,reaxys_water,-3.215313197,20,Aq_Sol_DB,-3.68,,,,,2,,,,,-3.447656599,-3.447656599
ALDJIKXAHSDLLB-UHFFFAOYSA-N,c1cc(c2cc(ccc2Cl)Cl)c(c(c1)Cl)Cl,ons_water,-6.47,,Aq_Sol_DB,-6.4654,,,,,2,,,,,-6.4677,-6.4677
ALEXXDVDDISNDU-JZYPGELDSA-N,CC(=O)OCC(=O)C1(CCC2C3CCC4=CC(=O)CCC4(C)C3C(CC12C)O)O,reaxys_water,-3.989921406,25,Aq_Sol_DB,-4.4577,,,,,2,,,,,-4.223810703,-4.223810703
ALFHIHDQSYXSGP-UHFFFAOYSA-N,c1cc(c2ccc(cc2Cl)Cl)c(c(c1)Cl)Cl,Aq_Sol_DB,-6.6813,,,,,,,,1,,,,,-6.6813,-6.6813
ALHNLFMSAXZKRC-UHFFFAOYSA-N,c1cc(ccc1C(=O)NN)C(=O)NN,ons_water,-2.288,,Aq_Sol_DB,-2.29,,,,,2,,,,,-2.289,-2.289
ALHUZKCOMYUFRB-UHFFFAOYSA-N,CC1CCCCCCCCCCCCC(=O)C1,Aq_Sol_DB,-5.74386512,,,,,,,,1,,,,,-5.74386512,-5.74386512
ALIFPGGMJDWMJH-UHFFFAOYSA-N,c1ccc(cc1)NN=Nc1ccccc1,Aq_Sol_DB,-2.596,,reaxys_water,-2.596022788,22.5,,,,2,,,,,-2.596011394,-2.596011394
ALKYHXVLJMQRLQ-UHFFFAOYSA-N,c1ccc2cc(c(cc2c1)C(=O)O)O,Aq_Sol_DB,-3.417245584,,,,,,,,1,,,,,-3.417245584,-3.417245584
ALLCBYIAIIAJMW-UHFFFAOYSA-N,CCCCN1CCN(Cc2ccc(Cl)nc2)C1=NN(=O)=O,reaxys_water,-2.13210788,25,,,,,,,1,,,,,-2.13210788,-2.13210788
ALMHSXDYCFOZQD-UHFFFAOYSA-N,Cc1cccc(c1)NC(=O)C,Aq_Sol_DB,-2.091,,,,,,,,1,,,,,-2.091,-2.091
ALNDHUQPXHHNON-JXMROGBWSA-N,c1cc(Cl)ncc1CN1CCNC1=CN(=O)=O,reaxys_water,-1.852104993,25,,,,,,,1,,,,,-1.852104993,-1.852104993
ALNKTVLUDWIWIH-HLQCWHFUSA-N,C=CC1CN2CCC1CC2C12C(CCO2)(c2ccccc2N1)O,Aq_Sol_DB,-2.6706,,,,,,,,1,,,,,-2.6706,-2.6706
ALOUNLDAKADEEB-UHFFFAOYSA-N,COC(=O)CCCCCCCCC(=O)OC,Aq_Sol_DB,-3.2831,,,,,,,,1,,,,,-3.2831,-3.2831
ALQSHHUCVQOPAS-UHFFFAOYSA-N,C(CCO)CCO,Aq_Sol_DB,0.982344896,,,,,,,,1,,,,,0.982344896,0.982344896
ALRLPDGCPYIVHP-UHFFFAOYSA-N,c1cc2ccc3ccc(c4ccc(c1)c2c34)[N+](=O)[O-],Aq_Sol_DB,-7.3213,,,,,,,,1,,,,,-7.3213,-7.3213
ALUALOYLCXZDMJ-UHFFFAOYSA-N,CCCCCCC(C(C(=O)O)O)O,Aq_Sol_DB,-1.5469,,,,,,,,1,,,,,-1.5469,-1.5469
ALWUKGXLBSQSMA-UHFFFAOYSA-N,CCCCCCC1(C)CCC(=O)O1,Aq_Sol_DB,-2.643261824,,,,,,,,1,,,,,-2.643261824,-2.643261824
ALXCWDABTQQKAH-UHFFFAOYSA-N,CCOCCCNS(=O)(=O)c1ccc(cc1)Oc1cc(c2c(c1N)C(=O)c1ccccc1C2=O)O,Aq_Sol_DB,-4.787470096,,,,,,,,1,,,,,-4.787470096,-4.787470096
ALYNCZNDIQEVRV-UHFFFAOYSA-N,c1cc(ccc1C(=O)O)N,reaxys_water,-1.465059954,25,Aq_Sol_DB,-1.3511,,,,,2,,,,,-1.408079977,-1.408079977
ALZOLUNSQWINIR-UHFFFAOYSA-N,Cc1cc2ccc(c(c2nc1)C(=O)O)Cl,Aq_Sol_DB,-2.9973,,,,,,,,1,,,,,-2.9973,-2.9973
AMBQHHVBBHTQBF-UOUCRYGSSA-N,CC1C(CC2C(=COC(C12)OC1C(C(C(C(CO)O1)O)O)O)C(=O)OC)O,reaxys_water,-0.59106127,21,Aq_Sol_DB,-0.5911,,,,,2,,,,,-0.591080635,-0.591080635
AMEKQAFGQBKLKX-UHFFFAOYSA-N,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,ons_water,-2.43,,Aq_Sol_DB,-2.43,,,,,2,,,,,-2.43,-2.43
AMFGTOFWMRQMEM-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1ncn(c2ccccc2)n1,Aq_Sol_DB,-3.9049,,,,,,,,1,,,,,-3.9049,-3.9049
AMIMRNSIRUDHCM-UHFFFAOYSA-N,CC(C)C=O,Aq_Sol_DB,-0.079826177,,,,,,,,1,,,,,-0.079826177,-0.079826177
AMLBAOPYPUXEQF-UHFFFAOYSA-N,c1ccc2c(c1)nc1CSC(c3c(cccc3F)F)n21,Aq_Sol_DB,-3.76,,,,,,,,1,,,,,-3.76,-3.76
AMMPGYPPRLWMLW-UHFFFAOYSA-N,CCOc1ccc(cc1N)N(=O)=O,reaxys_water,-3.211280291,23,Aq_Sol_DB,-3.2113,,ons_water,-3.211,,3,0.000167805,,,,-3.21119343,-3.211280291
AMONCAYAQHJZKI-MRXNPFEDSA-N,c1cc(ccc1c1ccc(COC2Cn3cc(nc3OC2)N(=O)=O)nc1)F,reaxys_water,-4.527207937,20,,,,,,,1,,,,,-4.527207937,-4.527207937
AMQJEAYHLZJPGS-UHFFFAOYSA-N,CCCCCO,Aq_Sol_DB,-0.602799636,,ons_water,-0.6,,,,,2,,,,,-0.601399818,-0.601399818
AMRQXHFXNZFDCH-VIFPVBQESA-N,CCNC(=O)C(C)OC(=O)Nc1ccccc1,Aq_Sol_DB,-1.8293,,,,,,,,1,,,,,-1.8293,-1.8293
AMSFEMSYKQQCHL-UHFFFAOYSA-N,CCCCC#CC,Aq_Sol_DB,-2.7695,,,,,,,,1,,,,,-2.7695,-2.7695
AMVYOVYGIJXTQB-UHFFFAOYSA-N,CN(C)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)OC,Aq_Sol_DB,-4.1558,,ons_water,-4.16,,,,,2,,,,,-4.1579,-4.1579
AMZKZIAZBKHYPJ-ZPEYGQBVSA-N,c1ccc(cc1)NC(=O)NN=CC=Cc1ccc(N(=O)=O)o1,reaxys_water,-4.088351645,18,,,,,,,1,,,,,-4.088351645,-4.088351645
ANADDXJINIYFJZ-UHFFFAOYSA-N,c1cc(ccc1N)S(=O)(=O)NC(CO)(CO)CO,reaxys_water,-1.395648171,20,ons_water,-1.396,,Aq_Sol_DB,-1.4,,3,0.002417375,,,,-1.397216057,-1.396
ANFHKXSOSRDDRQ-UHFFFAOYSA-N,CC(C(=O)N1CCCO1)Oc1ccc(cc1)Oc1c(cc(cn1)Cl)Cl,Aq_Sol_DB,-4.5922,,,,,,,,1,,,,,-4.5922,-4.5922
ANGDWNBGPBMQHW-UHFFFAOYSA-N,COC(=O)CC#N,Aq_Sol_DB,-0.263631686,,,,,,,,1,,,,,-0.263631686,-0.263631686
ANHLDWAKGVPKNR-UHFFFAOYSA-N,CCOc1cc(c2c(c1Cl)OC1(C(C)CC(=O)C=C1OCC)C2=O)OC,ons_water,-4.699,,Aq_Sol_DB,-4.7,,,,,2,,,,,-4.6995,-4.6995
ANIAQSUBRGXWLS-UHFFFAOYSA-N,CCOP(=S)(CC)Oc1cc(c(cc1Cl)Cl)Cl,ons_water,-5.75,,Aq_Sol_DB,-5.7524,,,,,2,,,,,-5.7512,-5.7512
ANIGGJRHTJBCOD-UHFFFAOYSA-N,CCOC(=O)c1c(cccc1N(=O)=O)C(=O)O,reaxys_water,-1.916335942,20,,,,,,,1,,,,,-1.916335942,-1.916335942
ANJTVLIZGCUXLD-IUCAKERBSA-N,c1cc2C3CC(CNC3)Cn2c(=O)c1,Aq_Sol_DB,0.363,,,,,,,,1,,,,,0.363,0.363
ANPBNAUKOUYEGJ-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(cc1)C(=N)N,ons_water,-1.382,,Aq_Sol_DB,-1.38,,,,,2,,,,,-1.381,-1.381
ANPYLYUCGAFKNQ-UHFFFAOYSA-N,CCOCOCOCC,Aq_Sol_DB,-0.1277,,,,,,,,1,,,,,-0.1277,-0.1277
ANPYQJSSFZGXFE-UHFFFAOYSA-N,CCCOP(=O)(OCC)OCCC,Aq_Sol_DB,-0.9802,,,,,,,,1,,,,,-0.9802,-0.9802
ANRCRHLXUCJAKV-UHFFFAOYSA-N,c1ccc(cc1)S(=O)(=O)Nc1ccc(cc1)Cl,Aq_Sol_DB,-4.03,,,,,,,,1,,,,,-4.03,-4.03
ANSXAPJVJOKRDJ-UHFFFAOYSA-N,c1c2c(cc3c1c(=O)oc3=O)c(=O)oc2=O,Aq_Sol_DB,-1.406221724,,,,,,,,1,,,,,-1.406221724,-1.406221724
ANTSCNMPPGJYLG-UHFFFAOYSA-N,CNC1=Nc2ccc(cc2C(=[N+](C1)[O-])c1ccccc1)Cl,Aq_Sol_DB,-4.48,,ons_water,-3.39,,reaxys_water,-3.390413849,25,3,0.62919236,,,,-3.753471283,-3.390413849
ANVREEJNGJMLOV-UHFFFAOYSA-N,CC(C)c1ccc(cc1)OP(=O)(Oc1ccc(cc1)C(C)C)Oc1ccc(cc1)C(C)C,Aq_Sol_DB,-6.137134395,,,,,,,,1,,,,,-6.137134395,-6.137134395
ANVRSCYDIDPBTC-NAKSJZFLSA-N,CC(CCC1C(c2ccc(cc2)O)N(c2ccc(cc2)F)C1=O)c1ccc(cc1)F,reaxys_water,-4.798603144,25,,,,,,,1,,,,,-4.798603144,-4.798603144
ANXBDAFDZSXOPQ-UHFFFAOYSA-N,COc1ccc(cc1[N+](=O)[O-])C(=O)O,Aq_Sol_DB,-2.661319514,,,,,,,,1,,,,,-2.661319514,-2.661319514
AOGQPLXWSUTHQB-UHFFFAOYSA-N,CCCCCCOC(=O)C,Aq_Sol_DB,-2.451,,,,,,,,1,,,,,-2.451,-2.451
AOHJOMMDDJHIJH-UHFFFAOYSA-N,CC(CN)N,Aq_Sol_DB,1.130023576,,,,,,,,1,,,,,1.130023576,1.130023576
AOJOEFVRHOZDFN-UHFFFAOYSA-N,C=C(C)C(=O)OCc1ccccc1,Aq_Sol_DB,-2.968204541,,,,,,,,1,,,,,-2.968204541,-2.968204541
AOKDTARDWHVNDE-UHFFFAOYSA-N,CCOc1ccc(c2ccccc12)C(=O)O,Aq_Sol_DB,-4.1122,,,,,,,,1,,,,,-4.1122,-4.1122
AOOKHLGAVNECET-UHFFFAOYSA-N,CCC(C)C(C)C(C)CCc1ccc(cc1)O,Aq_Sol_DB,-5.182405388,,,,,,,,1,,,,,-5.182405388,-5.182405388
AOQMRUTZEYVDIL-UHFFFAOYSA-N,c1ccc(cc1)c1nc(C(=O)N)nn1c1ccc(c(c1)COCC(C(F)(F)F)(F)F)Cl,Aq_Sol_DB,-5.6635,,,,,,,,1,,,,,-5.6635,-5.6635
AORLFLUMZXGBEY-UHFFFAOYSA-N,C(=C(Br)I)(C(=O)O)Br,Aq_Sol_DB,-1.0197,,,,,,,,1,,,,,-1.0197,-1.0197
AOTLXSIYOKZSAI-UHFFFAOYSA-N,c1ccc(c(c1)C(c1ccccc1C(=O)O)C(=O)O)C(=O)O,Aq_Sol_DB,-2.4998,,,,,,,,1,,,,,-2.4998,-2.4998
AOZXETLGPZAZNK-UHFFFAOYSA-N,CCOc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,reaxys_water,-3.410201728,15,,,,,,,1,,,,,-3.410201728,-3.410201728
APAJFZPFBHMFQR-UHFFFAOYSA-N,c1cc2c(cc1O)C(=O)c1ccc(cc1C2=O)O,reaxys_water,-5.886445529,20,Aq_Sol_DB,-5.8892,,,,,2,,,,,-5.887822765,-5.887822765
APCDMDJMHYSEPA-UHFFFAOYSA-N,CC(C)COC(=O)n1c2ccccc2nc1c1cscn1,Aq_Sol_DB,-4.17,,,,,,,,1,,,,,-4.17,-4.17
APJYDQYYACXCRM-UHFFFAOYSA-N,c1ccc2c(c1)c(CCN)c[nH]2,Aq_Sol_DB,-3.3,,,,,,,,1,,,,,-3.3,-3.3
APOQXKXBZDMITN-UHFFFAOYSA-N,CCCC(C(=O)NC(=O)N)Br,Aq_Sol_DB,-1.4278,,,,,,,,1,,,,,-1.4278,-1.4278
APQSQLNWAIULLK-UHFFFAOYSA-N,Cc1ccc(C)c2ccccc12,Aq_Sol_DB,-4.1369,,,,,,,,1,,,,,-4.1369,-4.1369
APSMUYYLXZULMS-UHFFFAOYSA-N,c1ccc2cc(ccc2c1)Br,reaxys_water,-4.411157091,25,Aq_Sol_DB,-4.4001,,ons_water,-4.4,,3,0.006412877,,,,-4.403752364,-4.4001
APTGDJCKNMNFID-UHFFFAOYSA-N,C1c2cc(sc2S(=O)(=O)CC1O)S(=O)(=O)N,Aq_Sol_DB,-1.54,,ons_water,-1.539,,reaxys_water,-1.538509365,25,3,0.000759684,,,,-1.539169788,-1.539
APTGJECXMIKIET-WOSSHHRXSA-N,CCCCCCC(=O)OC1(C#C)CCC2C3CCC4=CC(=O)CCC4C3CCC12C,reaxys_water,-6.83309846,25,,,,,,,1,,,,,-6.83309846,-6.83309846
APTZNLHMIGJTEW-UHFFFAOYSA-N,CCOC(=O)COc1cc(c(cc1Cl)F)c1c(c(n(C)n1)OC(F)F)Cl,Aq_Sol_DB,-5.6161,,,,,,,,1,,,,,-5.6161,-5.6161
AQCHWTWZEMGIFD-UHFFFAOYSA-N,Cc1ccccc1N1C(C)Nc2cc(c(cc2C1=O)S(=O)(=O)N)Cl,Aq_Sol_DB,-3.783,,ons_water,-3.78,,,,,2,,,,,-3.7815,-3.7815
AQGSZYZZVTYOMQ-UHFFFAOYSA-N,CCCC(C(=O)C)C(=O)C,Aq_Sol_DB,-0.88,,ons_water,-0.88,,,,,2,,,,,-0.88,-0.88
AQHHHDLHHXJYJD-UHFFFAOYSA-N,CC(C)NCC(COc1cccc2ccccc12)O,Aq_Sol_DB,-3.6202,,,,,,,,1,,,,,-3.6202,-3.6202
AQHJGSVRTSBTKR-UHFFFAOYSA-N,c1ccc(c(c1)O)S(=O)(=O)c1cccc(c1)O,Aq_Sol_DB,-2.29,,reaxys_water,-2.284474118,23,,,,2,,,,,-2.287237059,-2.287237059
AQIXAKUUQRKLND-UHFFFAOYSA-N,Cc1c(CSCCNC(=NC)NC#N)nc[nH]1,ons_water,-1.40229,,Aq_Sol_DB,-1.4298,,reaxys_water,-1.66198405,22.5,3,0.142657651,,,,-1.498024683,-1.4298
AQIXEPGDORPWBJ-UHFFFAOYSA-N,CCC(CC)O,Aq_Sol_DB,-0.2334,,ons_water,-0.24,,,,,2,,,,,-0.2367,-0.2367
AQMBZJFAYLBACQ-UHFFFAOYSA-N,C=CC1CN2CCC1C(C2)C(c1ccnc2ccc(cc12)OC)O,Aq_Sol_DB,-3.36,,,,,,,,1,,,,,-3.36,-3.36
AQNQQHJNRPDOQV-UHFFFAOYSA-N,C1CCC(CC1)Br,Aq_Sol_DB,-2.2943,,,,,,,,1,,,,,-2.2943,-2.2943
AQQKGZJPWKEZJE-FOCLMDBBSA-N,c1cc(ccc1N=Nc1ccc(c(c1)Cl)C(=O)O)O,ons_water,-2.618,,,,,,,,1,,,,,-2.618,-2.618
AQVKAAVPKFRDSO-UFYCRDLUSA-N,CC(C)CC(C(=O)NC(Cc1ccccc1)C(=O)C(=O)NC1CC1)NC(=O)OC1CCOC1,reaxys_water,-1.562159018,25,,,,,,,1,,,,,-1.562159018,-1.562159018
AQXXYJJKCHDDAV-UHFFFAOYSA-N,CCC(=O)OCC(CCn1cnc2cnc(N)nc12)COC(=O)CC,reaxys_water,-1.26455687,25,,,,,,,1,,,,,-1.26455687,-1.26455687
AQXYVFBSOOBBQV-UHFFFAOYSA-N,c1ccc2c(c1)C(=O)c1c(ccc(c1C2=O)O)N,Aq_Sol_DB,-3.824,,,,,,,,1,,,,,-3.824,-3.824
AQYCMVICBNBXNA-UHFFFAOYSA-N,CC(CCC(=O)O)C(=O)O,Aq_Sol_DB,0.835224953,,,,,,,,1,,,,,0.835224953,0.835224953
AQZGPSLYZOOYQP-UHFFFAOYSA-N,CC(C)CCOCCC(C)C,Aq_Sol_DB,-3.760107067,,,,,,,,1,,,,,-3.760107067,-3.760107067
ARCGXLSVLAOJQL-UHFFFAOYSA-N,c1cc(c(cc1C(=O)O)C(=O)O)C(=O)O,ons_water,-0.397,,Aq_Sol_DB,-1.0003,,reaxys_water,-1.116338565,22.49,3,0.386195937,,,,-0.837879522,-1.0003
ARGDYOIRHYLIMT-UHFFFAOYSA-N,Cc1ccc(cc1)S(=O)(=O)N(Cl)Cl,reaxys_water,-3.486925902,25,ons_water,-3.509,,Aq_Sol_DB,-3.51,,3,0.013042749,,,,-3.501975301,-3.509
ARHWPKZXBHOEEE-UHFFFAOYSA-N,C=CCOc1ccc(cc1Cl)CC(=O)O,reaxys_water,-4.221835976,25,Aq_Sol_DB,-3.13,,,,,2,,,,,-3.675917988,-3.675917988
ARIFBMNLDCJVSE-UHFFFAOYSA-N,CC1(CC(c2ccc(cc2)Cl)c2c(c3ccccc3oc2=O)O1)O,Aq_Sol_DB,-5.84,,,,,,,,1,,,,,-5.84,-5.84
ARIWANIATODDMH-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)OCC(CO)O,Aq_Sol_DB,-4.660234439,,,,,,,,1,,,,,-4.660234439,-4.660234439
ARQOGCYMPUOVHK-ZHHKINOHSA-N,CCC12CCCN3CCC4(c5cccc(c5N(C(=O)C)C4CC1)OC)C23,Aq_Sol_DB,-1.3269,,,,,,,,1,,,,,-1.3269,-1.3269
ARRCKRNGGJHASO-UHFFFAOYSA-N,CC(C)CCOCC(COCCC(C)C)O,Aq_Sol_DB,-1.3662,,,,,,,,1,,,,,-1.3662,-1.3662
ARRSANOSOGNTIJ-UHFFFAOYSA-N,c1ccc(cc1)OP(=O)(N1CCOCC1)N1CCOCC1,reaxys_water,1.03176034,25,Aq_Sol_DB,0.3925,,,,,2,,,,,0.71213017,0.71213017
ARSKJXYLLONUAJ-UHFFFAOYSA-N,CCCCN(CCOC(=O)C)c1ccc(c(C)c1)N=Nc1c(cc(cc1C#N)[N+](=O)[O-])C#N,Aq_Sol_DB,-8.8809,,,,,,,,1,,,,,-8.8809,-8.8809
ARSOXHMEZHBPOS-UHFFFAOYSA-N,c1ccc2c(c1)ccc1COC(=O)c21,Aq_Sol_DB,-3.3062,,,,,,,,1,,,,,-3.3062,-3.3062
ARSRBNBHOADGJU-UHFFFAOYSA-N,Cc1c2ccccc2c(C)c2c1ccc1ccccc21,Aq_Sol_DB,-6.78,,ons_water,-7.020001,,reaxys_water,-6.775359784,27,3,0.139923393,,,,-6.858453595,-6.78
ARUUDRZOVHJRDG-UHFFFAOYSA-N,c1cc(ccc1C(=O)CCl)NN=C(C#N)C#N,Aq_Sol_DB,-3.19,,,,,,,,1,,,,,-3.19,-3.19
ARWCZKJISXFBGI-UHFFFAOYSA-N,c1ccc(cc1)C(=O)c1ccc(c(c1)O)O,Aq_Sol_DB,-2.92262005,,,,,,,,1,,,,,-2.92262005,-2.92262005
ARXHIJMGSIYYRZ-UHFFFAOYSA-N,c1cc(c(cc1c1c(ccc(c1Cl)Cl)Cl)Cl)Cl,Aq_Sol_DB,-7.6499,,,,,,,,1,,,,,-7.6499,-7.6499
ARXJGSRGQADJSQ-UHFFFAOYSA-N,CC(COC)O,Aq_Sol_DB,1.045169179,,,,,,,,1,,,,,1.045169179,1.045169179
ARXWHNLHTJUEBG-UHFFFAOYSA-N,CC(C)(CF)n1cc(c(=O)c2cc(c(cc12)N1CCNCC1)F)C(=O)O,Aq_Sol_DB,-2.6,,ons_water,-2.603,,,,,2,,,,,-2.6015,-2.6015
ASAXRKSDVDALDT-UHFFFAOYSA-N,CC(C)OC(=O)C(F)(F)F,Aq_Sol_DB,-1.336078753,,,,,,,,1,,,,,-1.336078753,-1.336078753
ASDLSKCKYGVMAI-UHFFFAOYSA-N,c1ccc2c(c1)C(=O)c1ccc(cc1C2=O)C(=O)O,reaxys_water,-4.493304834,25,,,,,,,1,,,,,-4.493304834,-4.493304834
ASEJLJNYULOOOK-UHFFFAOYSA-N,COc1cc2c(c(c1OC)N)nccn2,Aq_Sol_DB,-1.7102,,reaxys_water,-1.710151227,22,,,,2,,,,,-1.710175614,-1.710175614
ASHVULSQMDWKFO-UHFFFAOYSA-N,COCc1ccc(C=O)o1,Aq_Sol_DB,-0.4992,,,,,,,,1,,,,,-0.4992,-0.4992
ASIGVDLTBLZXNC-UHFFFAOYSA-N,C(C(CO[N+](=O)[O-])O)O[N+](=O)[O-],Aq_Sol_DB,-0.366,,,,,,,,1,,,,,-0.366,-0.366
ASLWPAWFJZFCKF-UHFFFAOYSA-N,C(C(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl)Cl,Aq_Sol_DB,-4.376704974,,,,,,,,1,,,,,-4.376704974,-4.376704974
ASRAWSBMDXVNLX-UHFFFAOYSA-N,Cc1ccc(cc1)S(=O)(=O)Oc1c(c(C)nn1C)C(=O)c1ccc(cc1Cl)Cl,Aq_Sol_DB,-6.8946,,,,,,,,1,,,,,-6.8946,-6.8946
ASUAYTHWZCLXAN-UHFFFAOYSA-N,CC(=CCO)C,Aq_Sol_DB,-0.128994642,,,,,,,,1,,,,,-0.128994642,-0.128994642
ASVDRLYVNFOSCI-UHFFFAOYSA-N,Cc1cc2c3ccccc3ccc2c2ccccc12,ons_water,-6.570001,,Aq_Sol_DB,-6.5715,,reaxys_water,-6.571475904,27,3,0.000858577,,,,-6.570992301,-6.571475904
ASWVTGNCAZCNNR-UHFFFAOYSA-N,Cc1cc(C)nc(n1)NS(=O)(=O)c1ccc(cc1)N,Aq_Sol_DB,-2.73,,reaxys_water,-2.662459003,24.99,,,,2,,,,,-2.696229502,-2.696229502
ATCLRTKFQOUIKP-OOAXWGSJSA-N,CCCCC(CC)CNC(=O)c1ccc(cc1)NN=C1C(=C(C#N)C(=O)N(C)C1=O)C,Aq_Sol_DB,-7.024810856,,,,,,,,1,,,,,-7.024810856,-7.024810856
