StdInChIKey,Name,Smile,Sol,LogS,Sol_cat,T,Volume,MW,MP,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LsoluHsolv,LUMO,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,Longest_chain,any halides,F,Cl,Br,I,carbonyl,ketone,aldehyde,amide,ester,carboxyl,alkene,alkyne,all aromatic,aromatic C,aromatic N,aromatic S,aromatic O,nitrile,1st/2nd amine,nitro,azo,alcohol,ether inc. ester,P,S,thiol,thioamide,sulfonamide,heterocyclic,at least 1 ring,unfused benzene ring,3 membered ring,4 membered ring,5 membered ring,6 membered ring,7 membered ring,H-bond donor,Acidic hydroxyl,H-bond acceptor
BTTNOGHPGJANSW-IBGZPJMESA-N,"N-{[(5S)-3-(2-fluoro-4?-{[(1H-1,2,3-triazol-5-ylmethyl)amino]methyl}biphenyl-4-yl)-2-oxo-1,3-oxazolidin-5-yl]methyl}acetamide; N-[3-(2-fluoro-4?-{[(3H-[1,2,3]triazol-4-ylmethyl)amino]methyl}biphenyl-4-yl)-2-oxo-oxazolidin-5-(S)-ylmethyl]acetamide; N-{[(5S)-3-(2-fluoro-4'-{[(1H-1,2,3-triazol-5-ylmethyl)amino]methyl}biphenyl-4-yl)-2-oxo-1,3-oxazolidin-5-yl]methyl}acetamide; (5S)-N-[3-(2-fluoro-4'-{[(1H-[1,2,3]triazol-4-ylmethyl)amino]methyl}biphenyl-4-yl)-2-oxooxazolidin-5-ylmethyl]-acetamide; radezolid; (S)-radezolid; RX-1741",CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(C(F)=C1)C1=CC=C(CNCC2=CN=NN2)C=C1,1,-2.64193097,B,20,316.695,438.461,208.4,-1506.267526,-1506.30332,-0.035794,-1505.897794,-1505.932559,-0.034765,6.9163,10.5202,-0.23033,0.20664,-0.05137,0.20236,757.2384033,-1.93133,-1.53682,-0.76824,0.95153,-4.93848,55,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1
BTTRMCQEPDPCPA-UHFFFAOYSA-N,"4-chlorophthalic anhydride; 5-Chloro-1,3-isobenzofurandione; 4?chlorophthalic anhydride; 4-chloro-phthalic acid anhydride; 5-chloro-2-benzofuran-1,3-dione; 5-chloroisobenzofuran-1,3-dione; 4-monochlorophthalic anhydride",ClC1=CC2=C(C=C1)C(=O)OC2=O,Solubility: 287 mol/1000mol,0.588575421,E,24.99,144.409,182.563,96.25,-992.5656646,-992.5769417,-0.011277155,-992.507231,-992.518688,-0.011457,4.8307,6.2858,-0.29722,0.13939,-0.11862,0.26925,327.3143311,-1.65312,0.76745,-0.55577,0.82251,-1.61937,15,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
BUUKOGVOXWQHJF-UHFFFAOYSA-N,"dioctyl 2,6-dimethylbenzo[1,2-b:4,5-b']difuran-3,7-dicarboxylate",CCCCCCCCOC(=O)C1=C(C)OC2=CC3=C(OC(C)=C3C(=O)OCCCCCCCC)C=C12,4.48794,-2.045757491,B,20,517.55,498.66,85,-1619.959657,-1619.969924,-0.01026693,-1619.365748,-1619.37845,-0.012702,3.388,4.963,-0.21707,0.20379,-0.05422,0.1891,972.8627319,-3.36675,-6.807,-0.74222,0.85289,-3.36675,78,7,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
CAQHPYSDQFDJAL-UHFFFAOYSA-N,"1,2-naphthoquinone 1-oxime; 1,2-naphthoquinone-1-monoxime; 1,2-naphthalenedione 1-oxime; 1,2-naphthoquinone-1-oxime; 1,2-naphthoquinone oxime; 1-nitroso-2-naphthol; [1,2]naphthoquinone-1-oxime",ON=C1C(=O)C=CC2=C1C=CC=C2,98.707,-0.244127212,D,26,111.579,173.171,109.5,-590.4284995,-590.4407544,-0.012254866,-590.315402,-590.325962,-0.01056,3.8146,5.5058,-0.24382,0.14927,-0.10874,0.21585,347.7774963,-1.11474,-0.88608,-0.57939,0.53158,-1.20063,20,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
CBPNZQROAXOWJC-RVDMUPIBSA-N,3-(4-methoxy-benzoyl)-4-phenyl-but-3-enoic acid; 3-(4-Methoxy-benzoyl)-4-phenyl-but-3-ensaeure; beta-Benzal-beta-anisoyl-propionsaeure,COC1=CC=C(C=C1)C(=O)C(\CC(O)=O)=C\C1=CC=CC=C1,2.4 g solvent dissolves. 1 g Substance.,0.042893053,E,NA,236.297,296.323,124,-996.4732723,-996.4899161,-0.016643836,-996.22334,-996.241185,-0.017845,4.6893,6.1962,-0.23772,0.18489,-0.07312,0.20975,546.7330322,-2.50474,-1.85769,-0.72099,0.83463,-2.50474,38,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
CBQJSKKFNMDLON-JTQLQIEISA-N,(S)-2-acetylamino-3-phenylpropanoic acid; N-acetyl- L-phenylalanine,[H][C@@](CC1=CC=CC=C1)(NC(C)=O)C(O)=O,41.4,-0.69945019,D,25,143.805,207.229,171,-707.4876703,-707.5044359,-0.016765569,-707.305926,-707.322245,-0.016319,2.424,5.0505,-0.2515,0.22654,-0.03147,0.22353,433.0718689,-2.05358,-1.15023,-0.76818,0.82855,-2.70448,28,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
CCORPVHYPHHRKB-NXUCFJMCSA-N,"cholesteryl propionate; cholest-5-en-3-ol-(3-beta)-, propanoate; cholest-5-en-3beta-yl propionate; cholesterol propionate; 3beta-propionyloxy-cholest-5-ene; 3beta-Propionyloxy-cholest-5-en; O-Propionyl-cholesterin",[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)CC,23,-1.284407192,C,20,415.045,442.726,98.7,-1323.831385,-1323.838213,-0.00682795,-1323.145781,-1323.153594,-0.007813,2.145,3.0326,-0.23738,0.25219,-0.00582,0.20941,801.8148193,-1.21761,-10.78374,-0.69212,0.83646,-1.21761,82,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
CFKGXXNWAGBBFU-UHFFFAOYSA-N,"diethyl 2,6-dimethylbenzofuro[5,6-b]furan-3,7-dicarboxylate; 2,6-dimethyl-benzo[1,2-b;4,5-b']difuran-3,7-dicarboxylic acid diethyl ester; 2,6-Dimethyl-benzo[1,2-b;4,5-b']difuran-3,7-dicarbonsaeure-diaethylester; 2,6-Dimethyl-benzo<1,2-b,4,5-b'>difuran-dicarbonsaeure-(3,7)-diethylester; 2,6-Dimethyl-3,7-diethoxycarbonyl-benzo<1,2-b:4,5-b'>difuran; 3,7-Diethoxycarbonyl-2,6-dimethylbenzo<1,2-b:4,5-b'>difuran; 3,7-Diethoxycarbonyl-2,6-dimethylbenzo<1,2-b;4,5-b'>difuran",CCOC(=O)C1=C(C)OC2=CC3=C(OC(C)=C3C(=O)OCC)C=C12,1.78382,-2.267606191,B,20,235.231,330.337,184,-1148.185421,-1148.195734,-0.01031257,-1147.90806,-1147.920675,-0.012615,0.0003,0.0001,-0.21921,0.20237,-0.05564,0.19124,591.4136963,-3.37789,-1.22934,-0.7424,0.85301,-3.37789,42,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
CIWBSHSKHKDKBQ-JLAZNSOCSA-N,ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,Solubility: 0.32 mol/1000mol,-2.364156497,B,24.84,116.371,176.126,190.5,-684.7859497,-684.8067337,-0.020783973,-684.675293,-684.696753,-0.02146,2.4245,3.5975,-0.24787,0.21167,-0.04634,0.2199,341.325592,-4.18341,1.08885,-0.79651,0.75119,-4.18341,20,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
CJTKTAPIDVKQNY-UHFFFAOYSA-N,"(4-isopropoxy-3-methoxyphenyl)(2'-methyl-6'-(trifluoromethyl)-3',4'-dihydro-2'H-spiro[piperidine-4,1'-pyrrolo[1,2-a]pyrazine]-1-yl)methanone",COC1=C(OC(C)C)C=CC(=C1)C(=O)N1CCC2(CC1)N(C)CCN1C(=CC=C21)C(F)(F)F,500,0.031035392,E,NA,316.857,465.516,111.5,-1622.110645,-1622.129857,-0.01921137,-1621.65383,-1621.673786,-0.019956,5.5283,7.4584,-0.21596,0.2257,-0.03231,0.18799,735.0432739,-1.78888,-3.11707,-0.70995,1.07416,-4.29797,63,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1
CKDZWMVGDHGMFR-GTPODGLVSA-N,cholesterol butyrate; cholesteryl n-butyrate; cholesteryl butyrate; 3beta-butyryloxy-cholest-5-ene; 3beta-Butyryloxy-cholest-5-en; Buttersaeure-cholesterylester; O-Butyryl-cholesterin,[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)CCC,23,-1.297953573,C,20,352.31,456.753,98.6,-1363.1459,-1363.152779,-0.00687888,-1362.433913,-1362.441935,-0.008022,2.0241,2.9145,-0.23725,0.25243,-0.00558,0.20928,832.7808228,-1.21743,-11.24555,-0.68983,0.84004,-1.21743,85,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
CMIBUZBMZCBCAT-HZPDHXFCSA-N,Di-p-toluoyl-L-tartaric acid; Di-O.O-p-toluoyl-Lg-weinsaeure,[H][C@](OC(=O)C1=CC=C(C)C=C1)(C(O)=O)[C@@]([H])(OC(=O)C1=CC=C(C)C=C1)C(O)=O,Solubility: Ca.50 weight percent,0.006849752,E,22,292.737,386.358,172.5,-1374.878259,-1374.899455,-0.02119586,-1374.590063,-1374.612632,-0.022569,2.6659,3.5425,-0.26142,0.19622,-0.06179,0.23345,654.8171387,-5.02236,-0.28188,-0.71498,0.82585,-5.02236,46,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
CMWTZPSULFXXJA-VIFPVBQESA-N,(2S)-2-(6-methoxy(2-naphthyl))propanoic acid,COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O,Solubility: 0.2811 molpercent,-1.42044563,C,25.29,179.72,230.263,155,-767.6401854,-767.6517081,-0.011522628,-767.432799,-767.445002,-0.012203,3.2735,4.4536,-0.21191,0.2073,-0.05071,0.18394,457.1798096,-1.91639,-1.83278,-0.72064,0.83782,-1.91639,31,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1
COLNVLDHVKWLRT-UHFFFAOYSA-N,Phenylalanine; DL-Phe-OH,NC(CC1=CC=CC=C1)C(O)=O,0.305,-2.733689172,B,25,121.737,165.192,269.5,-554.8150606,-554.8269598,-0.011899203,-554.6647,-554.676974,-0.012274,1.3004,1.8215,-0.24688,0.23338,-0.02463,0.21891,368.5539246,-1.37186,-1.09051,-0.92079,0.81591,-2.29265,23,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
CPJSUEIXXCENMM-UHFFFAOYSA-N,4-ethoxyacetanilide,CCOC1=CC=C(NC(C)=O)C=C1,100 g solvent dissolves. 10.68 g Substance.at:30-31 degreeC.,-0.32994314,D,30,151.713,179.219,134.6,-594.1293027,-594.1420783,-0.012775645,-593.954121,-593.968584,-0.014463,4.8124,6.8154,-0.21024,0.23896,-0.01905,0.18227,410.9635925,-1.25054,-1.58458,-0.76817,0.68213,-1.86993,26,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
CQIUKKVOEOPUDV-IYSWYEEDSA-N,"citrinin; (-)-Citrinin; (3R,4S)-4,6-dihydro-8-hydroxy-3,4,5-trimethyl-6-oxo-3H-2-benzopyran-7-carboxylic acid; 4,6-dihydro-8-hydroxy-3,4,5-trimethyl-6-oxo-3H-isochromene-7-carboxylic acid; (-)-citrinin; antimycin; citrinine",C[C@H]1OC=C2C(O)=C(C(O)=O)C(=O)C(C)=C2[C@@H]1C,49.4,-0.704648873,D,25,209.185,250.251,176.025,-879.9779946,-879.994063,-0.016068369,-879.767488,-879.784339,-0.016851,5.2257,8.0097,-0.23366,0.17073,-0.08728,0.20569,435.1828613,-3.22952,-0.90833,-0.71153,0.81379,-3.22952,32,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1
CSEWAUGPAQPMDC-UHFFFAOYSA-N,4-aminophenylacetic acid; para-aminophenylacetic acid; 4-Aminophenylacetic acid,NC1=CC=C(CC(O)=O)C=C1,Solubility: 0.93 p(g/100g solution),-1.316098643,C,25,112.118,151.165,199.525,-515.5086764,-515.5229209,-0.014244436,-515.384198,-515.400234,-0.016036,0.7558,0.6887,-0.21052,0.24102,-0.01699,0.18255,345.203949,-1.37355,-0.6846,-0.87488,0.83167,-2.24843,20,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
CUCUKLJLRRAKFN-KKIBXBACSA-N,"2,6-diacetyl-1,2,3,9b-tetrahydro-7,9-dihydroxy-8,9b-dimethyldibenzofuran-1,3-dione; 2,6-diacetyl-7,9-dihydroxy-8,9b-dimethyl-1,3(2H,9bH)-dibenzofurandione; (+)-usninic acid; (+)-usnic acid; (-)-usnic acid; usnic acid",CC(=O)C1C(=O)C=C2OC3=C(C(C)=O)C(O)=C(C)C(O)=C3[C@]2(C)C1=O,Solubility: 0.0747 molpercent,-1.995985874,C,24.99,201.405,344.321,203,-1222.149539,-1222.169694,-0.02015451,-1221.890666,-1221.911787,-0.021121,3.1189,4.6305,-0.24112,0.17404,-0.08397,0.21315,535.9703979,-4.24306,-0.6428,-0.78089,0.63849,-4.24306,41,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1
CUYKNJBYIJFRCU-UHFFFAOYSA-N,pyridin-3-ylamine; 3-aminopyridine,NC1=CC=CN=C1,Solubility: 537.5 mol/1000mol,0.861071993,E,24.99,64.955,94.116,62.5,-303.6516079,-303.6627108,-0.011102915,-303.576244,-303.586224,-0.00998,3.6741,4.4358,-0.21566,0.23011,-0.0279,0.18769,256.5719299,0,-0.4784,-0.86761,0.42643,-1.34873,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
CVHZOJJKTDOEJC-UHFFFAOYSA-N,"saccharin; Saccharin; 3-oxo-2,3-dihydrobenzo[d]isothiazole-1,1-dioxide; 1,2-benzisothiazole-3(2H)-one-1,1-dioxide; 3(2H)-oxo-1,2-benzisothiazole-1,1-dioxide; benzo[d]isothiazole-3(2H)-one-1,1-dioxide; 1,2-benzisothiazol-3(2H)-one 1,1-dioxide",O=C1NS(=O)(=O)C2=C1C=CC=C2,Solubility: 4.8 molpercent,-0.188065238,D,25,96.675,183.188,227,-948.328199,-948.3441613,-0.015962319,-948.247163,-948.265075,-0.017912,4.2893,5.6374,-0.29989,0.1656,-0.09241,0.27192,333.6217957,-2.45494,-0.53422,-0.92507,2.29592,-1.05058,17,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1
CZGCEKJOLUNIFY-UHFFFAOYSA-N,4-chlorobenzonitrile; 4-Chloronitrobenzene,ClC1=CC=C(C=C1)N(=O)=O,100 g solvent dissolves. 127.516 g Substance.,0.802944895,E,17,92.629,157.556,82.86,-896.3641488,-896.3718655,-0.007716757,-896.304749,-896.312771,-0.008022,3.4043,4.4075,-0.28761,0.14354,-0.11447,0.25964,305.4890137,-0.8116,-0.84386,-0.4058,0.50067,-0.28634,14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
DCDNKSJBRIJYEC-UHFFFAOYSA-N,"3,8-dibromo-bornan-2-one; 3,8-Dibrom-bornan-2-on; 3,9-Dibrom-bornan-2-on",CC1(CBr)C2CCC1(C)C(=O)C2Br,60,-0.713251069,D,NA,151.526,310.029,156,-5608.187074,-5608.1972,-0.01012569,-5608.005064,-5608.015223,-0.010159,4.497,6.204,-0.26326,0.19018,-0.06783,0.23529,381.8896484,-0.56374,-3.09251,-0.68877,0.61366,-0.61509,27,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
DCGRTRSBXMXCHW-AFNTYDFCSA-N,(+-)-(2xi-chloro-5.5-dimethyl-norbornyl-(2xi))-(2xi.5.5-trimethyl-norbornyl-(2xi))-methane; (+-)-(2xi-Chlor-5.5-dimethyl-norbornyl-(2xi))-(2xi.5.5-trimethyl-norbornyl-(2xi))-methan,CC1(C)C[C@H]2C[C@@H]1CC2(C)CC1(Cl)C[C@H]2C[C@@H]1CC2(C)C,33,-0.971353173,D,NA,257.538,308.935,79.5,-1242.209822,-1242.212603,-0.002781,-1241.761132,-1241.764676,-0.003544,2.0945,3.2171,-0.27257,0.25033,-0.00768,0.2446,534.1370239,0,-7.89837,-0.67658,0.26089,-0.13513,54,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
DHNCWGKMISNJQG-UHFFFAOYSA-N,"N,N?-dimethyl-N,N?-dinitrooxalamide; N,N'-dimethyl-N,N'-dinitrooxalamide; N,N'-dimethyl-N,N'-dinitro-oxalamide; N,N'-Dimethyl-N,N'-dinitro-oxalamid; Oxalsaeure-bis-methylnitramid; N.N'-Dinitro-N.N'-dimethyl-oxamid; N,N'-Dimethyl-N,N'-dinitro-oxamid",CN(C(=O)C(=O)N(C)N(=O)=O)N(=O)=O,100 g solvent dissolves. 31.0 g Substance.,0.072121752,E,20,135.848,206.115,124,-826.1821063,-826.1945022,-0.012395957,-826.088564,-826.101488,-0.012924,1.1445,1.4601,-0.30514,0.14538,-0.11263,0.27717,355.5200195,-2.64422,0.3014,-0.55522,0.64645,-1.94234,20,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DMHADBQKVWXPPM-PDDCSNRZSA-N,Cembrene; (S)-1.5.9-trimethyl-12-isopropyl-cyclotetradecatetraene-(1.4.8.13t); (S)-1.5.9-Trimethyl-12-isopropyl-cyclotetradecatetraen-(1.4.8.13t),CC(C)[C@@H]1CC\C(C)=C/CC\C(C)=C\C\C=C(C)/C=C/1,2,-2.134295072,B,NA,225.89,272.474,60.5,-781.3653036,-781.3684306,-0.003127014,-780.944741,-780.948647,-0.003906,0.3516,0.6863,-0.21572,0.22796,-0.03005,0.18775,550.7897949,0,-7.68112,-0.71138,0.26231,0,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
DMSHKWHLXNDUST-UHFFFAOYSA-N,p-tolylurea,CC1=CC=C(NC(N)=O)C=C1,26.6,-0.751730463,D,23,107.897,150.18,182,-495.651756,-495.6660054,-0.014249424,-495.515548,-495.531858,-0.01631,3.7943,5.5143,-0.21902,0.23881,-0.0192,0.19105,349.8432007,-0.71792,-0.81489,-0.89765,0.80505,-2.26201,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
DPJHZJGAGIWXTD-UHFFFAOYSA-N,1-(methylsufonyl)-4-fluorobenzene; 4-fluorophenyl methyl sulfone,CS(=O)(=O)C1=CC=C(F)C=C1,Solubility: 28.23 molpercent,0.581404403,E,25.14,104.386,174.196,77.5,-919.3959648,-919.4098567,-0.013891862,-919.301899,-919.316253,-0.014354,4.2674,5.7992,-0.28579,0.20028,-0.05773,0.25782,337.1330872,-1.97304,-1.80028,-0.98652,2.15551,-0.16675,18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
DPZSNGJNFHWQDC-ARJAWSKDSA-N,diaminomaleonitrile,N\C(C#N)=C(/N)C#N,150,0.142253513,E,25,69.273,108.103,182.5,-373.7888751,-373.8148588,-0.025983687,-373.739994,-373.764369,-0.024375,8.068,8.9944,-0.22225,0.19222,-0.06579,0.19428,277.3440857,0,0.63579,-0.85036,0.44461,-2.39695,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DYIOSHGVFJTOAR-JGWLITMVSA-N,D-1-thio-glucitol; 1-thio-D-glucitol; 1-Thio-D-glucit; thio-sorbitol; thiosorbitol; 1-Thio-D-sorbit,[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)CS,0.1,-3.297191289,A,20,144.342,198.24,92.5,-1011.362585,-1011.376605,-0.01402016,-1011.191844,-1011.207179,-0.015335,1.184,1.6546,-0.25863,0.24107,-0.01694,0.23066,382.9890747,-4.03662,-0.60053,-0.81336,0.52458,-4.13378,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
FBFHQXIENYXRKB-UHFFFAOYSA-N,"2,4-dichloro-6-(4-(phenyldiazenyl)phenoxy)-1,3,5-triazine",ClC1=NC(OC2=CC=C(C=C2)N=NC2=CC=CC=C2)=NC(Cl)=N1,33.33,-1.016460387,C,25,210.666,346.175,169.25,-1846.380876,-1846.391618,-0.01074178,-1846.212276,-1846.223958,-0.011682,3.5003,4.0769,-0.2459,0.15557,-0.10244,0.21793,578.9857788,-0.48942,-0.01167,-0.54691,0.7757,-2.35254,32,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1
FDAOZIJGWOTKQT-UHFFFAOYSA-N,"1,7-dinitro-phenazine-5-oxide; 1,7-Dinitro-phenazin-5-oxid",O=N(=O)C1=CC=C2N=C3C(=CC=CC3=N(=O)C2=C1)N(=O)=O,10,-1.456674182,C,NA,185.998,286.203,240,-1055.802009,-1055.820022,-0.01801323,-1055.667614,-1055.685589,-0.017975,4.1844,5.6771,-0.26167,0.10395,-0.15406,0.2337,452.1817017,-2.04245,-0.40444,-0.48554,0.52139,-1.30314,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
FDTZUTSGGSRHQF-UHFFFAOYSA-N,"tizoxanide; Tizoxanide; 2-hydroxy-N-(5-nitro-1,3-thiazol-2-yl)benzamide; 2-(hydroxy)-N-(5-nitro-thiazolyl)benzamide; 2-hydroxy-N-(5-nitro-2-thiazolyl)benzamide; 2-hydroxy-N-(5-nitrothiazol-2-yl)benzamide; tizaxanide",OC1=CC=CC=C1C(=O)NC1=NC=C(S1)N(=O)=O,0.38,-2.843870159,B,25,147.607,265.249,254,-1248.553315,-1248.572655,-0.01933993,-1248.427897,-1248.446893,-0.018996,6.4764,8.7141,-0.25507,0.1351,-0.12291,0.2271,445.2589417,-2.19668,0.02561,-0.71555,0.70098,-2.34332,25,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1
FFGPTBGBLSHEPO-UHFFFAOYSA-N,"carbamazepin; 5H-dibenzo[b,f]azepine-5-carboxamide; 5H-dibenz[b,f]azepine-5-carboxamide; 5H-dibenz(b,f)azepine-5-caboxamide; carbamazapine; carbamazepine; carbamezepine",NC(=O)N1C2=C(C=CC=C2)C=CC2=C1C=CC=C2,Solubility: 0.5 molpercent,-1.170336471,C,25,166.566,236.273,191,-763.5937943,-763.6083139,-0.014519558,-763.396658,-763.411346,-0.014688,3.898,5.7923,-0.22547,0.19472,-0.06329,0.1975,439.3760986,-0.72169,-1.30279,-0.89064,0.82302,-2.1388,30,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1
FJKROLUGYXJWQN-UHFFFAOYSA-N,4-hydroxy-benzoic acid; p-hydroxybenzoic Acid; Para-hydroxybenzoic acid,OC(=O)C1=CC=C(O)C=C1,227,0.215759855,E,23,96.483,138.123,213.5,-496.0654567,-496.0772046,-0.011747871,-495.97929,-495.991592,-0.012302,1.9816,2.7007,-0.24983,0.20162,-0.05639,0.22186,303.2815857,-2.09386,-0.02428,-0.72801,0.80902,-2.09386,16,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
FMXDVBRYDYFVGS-UHFFFAOYSA-N,"1-methoxy-2,4,6-trinitrobenzene",COC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,100 g solvent dissolves. 194.01 g Substance.,0.796849864,E,15,165.674,243.133,67.625,-960.2812145,-960.2961571,-0.014942627,-960.186765,-960.201787,-0.015022,2.4847,3.086,-0.32085,0.11492,-0.14309,0.29288,390.0973511,-2.80057,-0.05434,-0.54999,0.50628,-1.28261,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
