StdInChIKey,Name,Smile,Sol,LogS,Sol_cat,T,Volume,MW,MP,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LsoluHsolv,LUMO,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,any.halides,F,Cl,Br,I,carbonyl,ketone,aldehyde,amide,ester,carboxyl,alkene,alkyne,all.aromatic,aromatic.C,aromatic.N,aromatic.S,aromatic.O,nitrile,X1st.2nd.amine,nitro,azo,alcohol,ether.inc..ester,P,S,thiol,thioamide,sulfonamide,heterocyclic,at.least.1.ring,unfused.benzene.ring,X3.membered.ring,X4.membered.ring,X5.membered.ring,X6.membered.ring,X7.membered.ring,H.bond.donor,Acidic.hydroxyl,H.bond.acceptor
BTTRMCQEPDPCPA-UHFFFAOYSA-N,"4-chlorophthalic anhydride; 5-Chloro-1,3-isobenzofurandione; 4?chlorophthalic anhydride; 4-chloro-phthalic acid anhydride; 5-chloro-2-benzofuran-1,3-dione; 5-chloroisobenzofuran-1,3-dione; 4-monochlorophthalic anhydride",ClC1=CC2=C(C=C1)C(=O)OC2=O,Solubility: 287 mol/1000mol,0.588575421,E,24.99,107.634,182.563,96.25,-0.134912387,-0.145772492,-0.010860105,-0.081274,-0.092857,-0.011583,5.2523,6.9659,-0.39227,0.18225,-0.07576,0.3643,328.5473938,-1.36519,0.830981,-0.524263,0.670488,-1.410156,15,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
BUUKOGVOXWQHJF-UHFFFAOYSA-N,"dioctyl 2,6-dimethylbenzo[1,2-b:4,5-b']difuran-3,7-dicarboxylate",CCCCCCCCOC(=O)C1=C(C)OC2=CC3=C(OC(C)=C3C(=O)OCCCCCCCC)C=C12,4.48794,-2.045757491,B,20,671.556,498.66,85,-0.442620669,-0.457828391,-0.015207722,0.088609,0.072698,-0.015911,3.0932,4.4677,-0.32892,0.22333,-0.03468,0.30095,970.8114014,-2.694443,-3.798984,-0.597133,0.727068,-2.694443,78,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
CAQHPYSDQFDJAL-UHFFFAOYSA-N,"1,2-naphthoquinone 1-oxime; 1,2-naphthoquinone-1-monoxime; 1,2-naphthalenedione 1-oxime; 1,2-naphthoquinone-1-oxime; 1,2-naphthoquinone oxime; 1-nitroso-2-naphthol; [1,2]naphthoquinone-1-oxime",ON=C1C(=O)C=CC2=C1C=CC=C2,98.707,-0.244127212,D,26,192.368,173.171,109.5,0.023600174,0.01295537,-0.010644804,0.128496,0.114955,-0.013541,3.7091,5.4864,-0.34744,0.20631,-0.0517,0.31947,351.8183899,-0.848586,-0.497298,-0.515427,0.576163,-0.885052,20,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
CBPNZQROAXOWJC-RVDMUPIBSA-N,3-(4-methoxy-benzoyl)-4-phenyl-but-3-enoic acid; 3-(4-Methoxy-benzoyl)-4-phenyl-but-3-ensaeure; beta-Benzal-beta-anisoyl-propionsaeure,COC1=CC=C(C=C1)C(=O)C(\CC(O)=O)=C\C1=CC=CC=C1,2.4 g solvent dissolves. 1 g Substance.,0.042893053,E,NA,295.012,296.323,124,-0.168607435,-0.185439994,-0.01683256,0.055654,0.036965,-0.018689,6.4609,8.9821,-0.34527,0.23474,-0.02327,0.3173,547.6572266,-2.024963,-0.914849,-0.560245,0.683102,-2.024963,38,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
CBQJSKKFNMDLON-JTQLQIEISA-N,(S)-2-acetylamino-3-phenylpropanoic acid; N-acetyl- L-phenylalanine,[H][C@@](CC1=CC=CC=C1)(NC(C)=O)C(O)=O,41.4,-0.69945019,D,25,251.775,207.229,171,-0.195284886,-0.210816286,-0.0155314,-0.033182,-0.051053,-0.017871,2.4312,3.8539,-0.34993,0.2628,0.00479,0.32196,430.9862671,-1.696157,-0.425953,-0.628561,0.679372,-2.209897,28,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
CCORPVHYPHHRKB-NXUCFJMCSA-N,"cholesteryl propionate; cholest-5-en-3-ol-(3-beta)-, propanoate; cholest-5-en-3beta-yl propionate; cholesterol propionate; 3beta-propionyloxy-cholest-5-ene; 3beta-Propionyloxy-cholest-5-en; O-Propionyl-cholesterin",[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)CC,23,-1.284407192,C,20,609.294,442.726,98.7,-0.288888357,-0.298215034,-0.009326677,0.332696,0.32067,-0.012026,2.3402,3.2732,-0.33904,0.29208,0.03407,0.31107,797.1986084,-1.096305,-6.186817,-0.592733,0.670448,-1.096305,82,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
CFKGXXNWAGBBFU-UHFFFAOYSA-N,"diethyl 2,6-dimethylbenzofuro[5,6-b]furan-3,7-dicarboxylate; 2,6-dimethyl-benzo[1,2-b;4,5-b']difuran-3,7-dicarboxylic acid diethyl ester; 2,6-Dimethyl-benzo[1,2-b;4,5-b']difuran-3,7-dicarbonsaeure-diaethylester; 2,6-Dimethyl-benzo<1,2-b,4,5-b'>difuran-dicarbonsaeure-(3,7)-diethylester; 2,6-Dimethyl-3,7-diethoxycarbonyl-benzo<1,2-b:4,5-b'>difuran; 3,7-Diethoxycarbonyl-2,6-dimethylbenzo<1,2-b:4,5-b'>difuran; 3,7-Diethoxycarbonyl-2,6-dimethylbenzo<1,2-b;4,5-b'>difuran",CCOC(=O)C1=C(C)OC2=CC3=C(OC(C)=C3C(=O)OCC)C=C12,1.78382,-2.267606191,B,20,396.033,330.337,184,-0.348284528,-0.362702545,-0.014418018,-0.102554,-0.119565,-0.017011,3.1629,4.5957,-0.32854,0.22374,-0.03427,0.30057,592.3583374,-2.714319,-0.605617,-0.604504,0.729974,-2.714319,42,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
CIWBSHSKHKDKBQ-JLAZNSOCSA-N,ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,Solubility: 0.32 mol/1000mol,-2.364156497,B,24.84,150.803,176.126,190.5,-0.370518614,-0.38587883,-0.015360216,-0.279207,-0.295857,-0.01665,3.0804,6.0232,-0.35355,0.22504,-0.03297,0.32558,342.6083069,-2.877686,0.787925,-0.5562,0.640836,-2.877686,20,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
CJTKTAPIDVKQNY-UHFFFAOYSA-N,"(4-isopropoxy-3-methoxyphenyl)(2'-methyl-6'-(trifluoromethyl)-3',4'-dihydro-2'H-spiro[piperidine-4,1'-pyrrolo[1,2-a]pyrazine]-1-yl)methanone",COC1=C(OC(C)C)C=CC(=C1)C(=O)N1CCC2(CC1)N(C)CCN1C(=CC=C21)C(F)(F)F,500,0.031035392,E,NA,382.608,465.516,111.5,-0.386131395,-0.411494618,-0.025363224,0.023527,-0.003818,-0.027345,5.6604,7.6279,-0.31295,0.25641,-0.0016,0.28498,722.5991821,-1.440317,-2.149566,-0.635546,0.603956,-2.776946,63,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1
CKDZWMVGDHGMFR-GTPODGLVSA-N,cholesterol butyrate; cholesteryl n-butyrate; cholesteryl butyrate; 3beta-butyryloxy-cholest-5-ene; 3beta-Butyryloxy-cholest-5-en; Buttersaeure-cholesterylester; O-Butyryl-cholesterin,[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)CCC,23,-1.297953573,C,20,618.409,456.753,98.6,-0.297390573,-0.306269572,-0.008878998,0.34819,0.336511,-0.011679,2.4256,3.2914,-0.33899,0.29192,0.03391,0.31102,827.6518555,-1.096885,-6.454825,-0.592563,0.672923,-1.096885,85,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
CMIBUZBMZCBCAT-HZPDHXFCSA-N,Di-p-toluoyl-L-tartaric acid; Di-O.O-p-toluoyl-Lg-weinsaeure,[H][C@](OC(=O)C1=CC=C(C)C=C1)(C(O)=O)[C@@]([H])(OC(=O)C1=CC=C(C)C=C1)C(O)=O,Solubility: Ca.50 weight percent,0.006849752,E,22,331.01,386.358,172.5,-0.475671448,-0.496480026,-0.020808578,-0.22212,-0.245142,-0.023022,5.2861,6.6142,-0.36554,0.23069,-0.02732,0.33757,648.9517822,-4.051428,0.389888,-0.54293,0.677162,-4.051428,46,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
CMWTZPSULFXXJA-VIFPVBQESA-N,(2S)-2-(6-methoxy(2-naphthyl))propanoic acid,COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O,Solubility: 0.2811 molpercent,-1.42044563,C,25.29,253.339,230.263,155,-0.161565745,-0.173215054,-0.011649309,0.024204,0.01088,-0.013324,3.7565,4.9129,-0.31417,0.23697,-0.02104,0.2862,458.1575012,-1.497582,-1.048904,-0.561805,0.646745,-1.497582,31,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1
COLNVLDHVKWLRT-UHFFFAOYSA-N,Phenylalanine; DL-Phe-OH,NC(CC1=CC=CC=C1)C(O)=O,0.305,-2.733689172,B,25,187.067,165.192,269.5,-0.113212026,-0.123602486,-0.01039046,0.020057,0.008966,-0.011091,0.8987,1.4983,-0.3463,0.26382,0.00581,0.31833,367.6803284,-1.081526,-0.529196,-0.558504,0.573927,-1.606778,23,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
CPJSUEIXXCENMM-UHFFFAOYSA-N,4-ethoxyacetanilide,CCOC1=CC=C(NC(C)=O)C=C1,100 g solvent dissolves. 10.68 g Substance.at:30-31 degreeC.,-0.32994314,D,30,215.482,179.219,134.6,-0.117194894,-0.130872812,-0.013677918,0.037278,0.021921,-0.015357,4.7926,6.7742,-0.30332,0.26344,0.00543,0.27535,411.3801575,-1.058529,-0.879683,-0.624954,0.669287,-1.530709,26,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
CQIUKKVOEOPUDV-IYSWYEEDSA-N,"citrinin; (-)-Citrinin; (3R,4S)-4,6-dihydro-8-hydroxy-3,4,5-trimethyl-6-oxo-3H-2-benzopyran-7-carboxylic acid; 4,6-dihydro-8-hydroxy-3,4,5-trimethyl-6-oxo-3H-isochromene-7-carboxylic acid; (-)-citrinin; antimycin; citrinine",C[C@H]1OC=C2C(O)=C(C(O)=O)C(=O)C(C)=C2[C@@H]1C,49.4,-0.704648873,D,25,231.919,250.251,176.025,-0.324510893,-0.343512741,-0.019001848,-0.139248,-0.15937,-0.020122,6.776,10.9324,-0.34197,0.21243,-0.04558,0.314,434.2451172,-2.572712,-0.264391,-0.713945,0.751905,-2.572712,32,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1
CSEWAUGPAQPMDC-UHFFFAOYSA-N,4-aminophenylacetic acid; para-aminophenylacetic acid; 4-Aminophenylacetic acid,NC1=CC=C(CC(O)=O)C=C1,Solubility: 0.93 p(g/100g solution),-1.316098643,C,25,166.724,151.165,199.525,-0.118529272,-0.132249648,-0.013720376,-0.008572,-0.022147,-0.013575,1.198,1.0634,-0.3141,0.26624,0.00823,0.28613,346.6630554,-1.115936,-0.303954,-0.569271,0.686093,-1.632665,20,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
CUCUKLJLRRAKFN-KKIBXBACSA-N,"2,6-diacetyl-1,2,3,9b-tetrahydro-7,9-dihydroxy-8,9b-dimethyldibenzofuran-1,3-dione; 2,6-diacetyl-7,9-dihydroxy-8,9b-dimethyl-1,3(2H,9bH)-dibenzofurandione; (+)-usninic acid; (+)-usnic acid; (-)-usnic acid; usnic acid",CC(=O)C1C(=O)C=C2OC3=C(C(C)=O)C(O)=C(C)C(O)=C3[C@]2(C)C1=O,Solubility: 0.0747 molpercent,-1.995985874,C,24.99,285.281,344.321,203,-0.400873302,-0.419152647,-0.018279345,-0.169162,-0.189964,-0.020802,0.5728,0.7796,-0.35075,0.21184,-0.04617,0.32278,533.3704224,-3.341388,-0.216584,-0.648513,0.697993,-3.341388,41,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1
CUYKNJBYIJFRCU-UHFFFAOYSA-N,pyridin-3-ylamine; 3-aminopyridine,NC1=CC=CN=C1,Solubility: 537.5 mol/1000mol,0.861071993,E,24.99,131.606,94.116,62.5,0.052278106,0.042262254,-0.010015852,0.119854,0.109636,-0.010218,3.4074,4.2452,-0.32425,0.2564,-0.00161,0.29628,257.799408,0,-0.436667,-0.489618,0.254947,-0.774063,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
CVHZOJJKTDOEJC-UHFFFAOYSA-N,"saccharin; Saccharin; 3-oxo-2,3-dihydrobenzo[d]isothiazole-1,1-dioxide; 1,2-benzisothiazole-3(2H)-one-1,1-dioxide; 3(2H)-oxo-1,2-benzisothiazole-1,1-dioxide; benzo[d]isothiazole-3(2H)-one-1,1-dioxide; 1,2-benzisothiazol-3(2H)-one 1,1-dioxide",O=C1NS(=O)(=O)C2=C1C=CC=C2,Solubility: 4.8 molpercent,-0.188065238,D,25,116.328,183.188,227,-0.132654088,-0.153379412,-0.020725323,-0.059226,-0.08115,-0.021924,5.1278,6.7724,-0.39783,0.20521,-0.0528,0.36986,333.955658,-2.407346,-0.310423,-0.932959,2.568985,-0.716265,17,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1
CZGCEKJOLUNIFY-UHFFFAOYSA-N,4-chlorobenzonitrile; 4-Chloronitrobenzene,ClC1=CC=C(C=C1)N(=O)=O,100 g solvent dissolves. 127.516 g Substance.,0.802944895,E,17,107.756,157.556,82.86,0.015477398,0.007566046,-0.007911352,0.069678,0.060736,-0.008942,3.6899,4.7765,-0.38486,0.1963,-0.06171,0.35689,305.4286499,-1.011262,-0.542474,-0.505631,0.857356,-0.218685,14,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
DCDNKSJBRIJYEC-UHFFFAOYSA-N,"3,8-dibromo-bornan-2-one; 3,8-Dibrom-bornan-2-on; 3,9-Dibrom-bornan-2-on",CC1(CBr)C2CCC1(C)C(=O)C2Br,60,-0.713251069,D,NA,194.516,310.029,156,-0.078557787,-0.091373177,-0.01281539,0.084116,0.070733,-0.013383,4.459,5.5877,-0.36789,0.23644,-0.02157,0.33992,379.8980103,-0.494587,-1.580798,-0.50987,0.518035,-0.780503,27,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
DCGRTRSBXMXCHW-AFNTYDFCSA-N,(+-)-(2xi-chloro-5.5-dimethyl-norbornyl-(2xi))-(2xi.5.5-trimethyl-norbornyl-(2xi))-methane; (+-)-(2xi-Chlor-5.5-dimethyl-norbornyl-(2xi))-(2xi.5.5-trimethyl-norbornyl-(2xi))-methan,CC1(C)C[C@H]2C[C@@H]1CC2(C)CC1(Cl)C[C@H]2C[C@@H]1CC2(C)C,33,-0.971353173,D,NA,391.316,308.935,79.5,-0.099846137,-0.103560158,-0.003714021,0.307015,0.301707,-0.005308,2.2537,3.1415,-0.36712,0.30605,0.04804,0.33915,527.8123169,0,-4.636473,-0.536247,0.2643,-0.298669,54,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
DHNCWGKMISNJQG-UHFFFAOYSA-N,"N,N?-dimethyl-N,N?-dinitrooxalamide; N,N'-dimethyl-N,N'-dinitrooxalamide; N,N'-dimethyl-N,N'-dinitro-oxalamide; N,N'-Dimethyl-N,N'-dinitro-oxalamid; Oxalsaeure-bis-methylnitramid; N.N'-Dinitro-N.N'-dimethyl-oxamid; N,N'-Dimethyl-N,N'-dinitro-oxamid",CN(C(=O)C(=O)N(C)N(=O)=O)N(=O)=O,100 g solvent dissolves. 31.0 g Substance.,0.072121752,E,20,121.553,206.115,124,-0.103449545,-0.114367508,-0.010917963,-0.02385,-0.037103,-0.013253,0.7053,0.8155,-0.415,0.19352,-0.06449,0.38703,356.6555176,-2.658486,0.52842,-0.500723,0.970221,-1.63705,20,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DMHADBQKVWXPPM-PDDCSNRZSA-N,Cembrene; (S)-1.5.9-trimethyl-12-isopropyl-cyclotetradecatetraene-(1.4.8.13t); (S)-1.5.9-Trimethyl-12-isopropyl-cyclotetradecatetraen-(1.4.8.13t),CC(C)[C@@H]1CC\C(C)=C/CC\C(C)=C\C\C=C(C)/C=C/1,2,-2.134295072,B,NA,398.587,272.474,60.5,-0.021783522,-0.026436433,-0.004652912,0.358142,0.351996,-0.006146,1.0282,1.3855,-0.32438,0.2924,0.03439,0.29641,547.6495361,0,-4.871884,-0.511886,0.170033,0,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
DMSHKWHLXNDUST-UHFFFAOYSA-N,p-tolylurea,CC1=CC=C(NC(N)=O)C=C1,26.6,-0.751730463,D,23,172.308,150.18,182,-0.048279687,-0.061941911,-0.013662223,0.070448,0.055449,-0.014999,3.4926,5.046,-0.31635,0.26573,0.00772,0.28838,350.1879578,-0.63685,-0.344586,-0.63685,0.698179,-1.713734,21,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
DPJHZJGAGIWXTD-UHFFFAOYSA-N,1-(methylsufonyl)-4-fluorobenzene; 4-fluorophenyl methyl sulfone,CS(=O)(=O)C1=CC=C(F)C=C1,Solubility: 28.23 molpercent,0.581404403,E,25.14,126.242,174.196,77.5,-0.172549387,-0.194048413,-0.021499026,-0.088393,-0.110712,-0.022319,5.2285,7.4929,-0.38893,0.22909,-0.02892,0.36096,336.8553162,-2.053334,-1.807722,-1.026674,2.561589,0.34247,18,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
DPZSNGJNFHWQDC-ARJAWSKDSA-N,diaminomaleonitrile,N\C(C#N)=C(/N)C#N,150,0.142253513,E,25,114.656,108.103,182.5,0.129440489,0.114975753,-0.014464736,0.174144,0.159292,-0.014852,5.362,6.8584,-0.33657,0.21758,-0.04043,0.3086,278.2267151,0,0.314421,-0.445217,0.257546,-1.343417,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DYIOSHGVFJTOAR-JGWLITMVSA-N,D-1-thio-glucitol; 1-thio-D-glucitol; 1-Thio-D-glucit; thio-sorbitol; thiosorbitol; 1-Thio-D-sorbit,[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)CS,0.1,-3.297191289,A,20,206.939,198.24,92.5,-0.381104075,-0.400586819,-0.019482744,-0.239668,-0.258694,-0.019026,3.3459,6.4419,-0.32593,0.27715,0.01914,0.29796,380.3464661,-2.874028,-0.130512,-0.586587,0.35401,-3.127829,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
FBFHQXIENYXRKB-UHFFFAOYSA-N,"2,4-dichloro-6-(4-(phenyldiazenyl)phenoxy)-1,3,5-triazine",ClC1=NC(OC2=CC=C(C=C2)N=NC2=CC=CC=C2)=NC(Cl)=N1,33.33,-1.016460387,C,25,233.218,346.175,169.25,0.191359684,0.176585512,-0.014774172,0.344326,0.329165,-0.015161,3.3202,4.2089,-0.3428,0.20132,-0.05669,0.31483,587.4909668,-0.292636,0.352326,-0.533215,0.581625,-1.935094,32,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1
FDAOZIJGWOTKQT-UHFFFAOYSA-N,"1,7-dinitro-phenazine-5-oxide; 1,7-Dinitro-phenazin-5-oxid",O=N(=O)C1=CC=C2N=C3C(=CC=CC3=N(=O)C2=C1)N(=O)=O,10,-1.456674182,C,NA,191.518,286.203,240,0.119098307,0.096062179,-0.023036127,0.247205,0.221461,-0.025744,4.6937,7.2702,-0.36594,0.15589,-0.10212,0.33797,459.5273743,-2.398817,-0.715225,-0.501894,0.886933,-0.44358,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
FDTZUTSGGSRHQF-UHFFFAOYSA-N,"tizoxanide; Tizoxanide; 2-hydroxy-N-(5-nitro-1,3-thiazol-2-yl)benzamide; 2-(hydroxy)-N-(5-nitro-thiazolyl)benzamide; 2-hydroxy-N-(5-nitro-2-thiazolyl)benzamide; 2-hydroxy-N-(5-nitrothiazol-2-yl)benzamide; tizaxanide",OC1=CC=CC=C1C(=O)NC1=NC=C(S1)N(=O)=O,0.38,-2.843870159,B,25,170.299,265.249,254,-0.038777129,-0.060337972,-0.021560842,0.072129,0.050894,-0.021235,7.3018,10.1082,-0.36242,0.18452,-0.07349,0.33445,445.8072815,-2.087023,0.158235,-0.550741,0.942092,-1.740802,25,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1
FFGPTBGBLSHEPO-UHFFFAOYSA-N,"carbamazepin; 5H-dibenzo[b,f]azepine-5-carboxamide; 5H-dibenz[b,f]azepine-5-carboxamide; 5H-dibenz(b,f)azepine-5-caboxamide; carbamazapine; carbamazepine; carbamezepine",NC(=O)N1C2=C(C=CC=C2)C=CC2=C1C=CC=C2,Solubility: 0.5 molpercent,-1.170336471,C,25,243.437,236.273,191,0.042939897,0.02970301,-0.013236887,0.223138,0.207745,-0.015393,3.8654,5.8422,-0.3217,0.2368,-0.02121,0.29373,441.7114258,-0.642657,-0.574184,-0.642657,0.706423,-1.65196,30,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1
FJKROLUGYXJWQN-UHFFFAOYSA-N,4-hydroxy-benzoic acid; p-hydroxybenzoic Acid; Para-hydroxybenzoic acid,OC(=O)C1=CC=C(O)C=C1,227,0.215759855,E,23,105.758,138.123,213.5,-0.176857153,-0.186987646,-0.010130493,-0.102624,-0.114387,-0.011763,2.4538,3.3318,-0.35792,0.23021,-0.0278,0.32995,305.4943237,-1.598547,0.166697,-0.590853,0.692274,-1.598547,16,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
FMXDVBRYDYFVGS-UHFFFAOYSA-N,"1-methoxy-2,4,6-trinitrobenzene",COC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,100 g solvent dissolves. 194.01 g Substance.,0.796849864,E,15,127.509,243.133,67.625,-0.022247333,-0.039493784,-0.017246451,0.06428,0.04418,-0.0201,2.3788,2.9264,-0.4324,0.16186,-0.09615,0.40443,387.2046204,-3.263083,-0.333286,-0.480002,0.901234,-0.577532,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
FQEPJUOLUDFINX-MYJWUSKBSA-N,(-)-Warfarin,[H][C@@](CC(C)=O)(C1C(=O)OC2=CC=CC=C2C1=O)C1=CC=CC=C1,112,-0.439803394,D,25,330.216,308.334,172.5,-0.175269409,-0.191280136,-0.016010726,0.059145,0.041208,-0.017937,1.5058,1.9113,-0.35409,0.21828,-0.03973,0.32612,531.2493286,-1.967339,-0.94523,-0.653385,0.678026,-1.967339,39,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1
FRASJONUBLZVQX-UHFFFAOYSA-N,"[1,4]naphthoquinone; 1,4-naphthoquinone; naphthalene-1,4-dione",O=C1C=CC(=O)C2=C1C=CC=C2,Solubility: 3.994 molpercent,-0.267898415,D,25.09,152.688,158.156,125,-0.030506594,-0.038862107,-0.008355514,0.059706,0.050077,-0.009629,1.6167,2.1655,-0.38263,0.18916,-0.06885,0.35466,326.6796875,-1.004105,-0.073391,-0.502053,0.542522,-1.004105,18,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
FRWPFWGOLVNOHP-UHFFFAOYSA-N,"1,1,1-trichloro-2,2-bis-(3,4-dimethyl-phenyl)-ethane; 1,1,1-Trichlor-2,2-bis-(3,4-dimethyl-phenyl)-aethan",CC1=CC=C(C=C1C)C(C1=CC(C)=C(C)C=C1)C(Cl)(Cl)Cl,290,-0.071257149,D,NA,305.661,341.708,82.5,-0.022900362,-0.031690447,-0.008790085,0.220006,0.210605,-0.009401,3.5373,4.1408,-0.33113,0.24735,-0.01066,0.30316,556.2116699,0,-2.900543,-0.495479,0.201296,-0.311736,40,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
