StdInChIKey,Name,Smile,Sol,LogS,S,Sol_cat,T,Volume,MW,MP,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LsoluHsolv,LUMO,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,Longest_chain,any halides,F,Cl,Br,I,carbonyl,ketone,aldehyde,amide,ester,carboxyl,alkene,alkyne,all aromatic,aromatic C,aromatic N,aromatic S,aromatic O,nitrile,1st/2nd amine,nitro,azo,alcohol,ether inc. ester,P,S,thiol,thioamide,sulfonamide,heterocyclic,at least 1 ring,unfused benzene ring,3 membered ring,4 membered ring,5 membered ring,6 membered ring,7 membered ring,H-bond donor,Acidic hydroxyl,H-bond acceptor
BWSFWXSSALIZAU-UHFFFAOYSA-N,p-chloromandelic acid; 2-(4'-chlorophenyl)-2-hydroxyethanoic acid; (rac)-2-(4-chlorophenyl)-2-hydroxyacetic acid; 2-(4-chlorophenyl)-2-hydroxy-acetic acid; 2-(4-chlorophenyl)-2-hydroxyacetic acid; (4-chlorophenyl)(hydroxy)acetic acid; (rac)-4-chloro-mandelic acid,OC(C(O)=O)c1ccc(Cl)cc1,4.7,-1.598802144,0.025188242,D,22,116.469,186.595,120,-994.9615341,-994.9665274,-0.004993221,-994.861865,-994.867147,-0.005282,2.5883,2.9126,-0.25459,0.13348,-0.04684,0.09568,354.5593872,-2.10491,-0.24124,-0.77341,0.80763,-2.11049,19,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
BXRFQSNOROATLV-UHFFFAOYSA-N,4-nitrobenzaldehdye; 4-nitrobenzaldehyde; p-nitrobenzaldehyde,[O-][N+](=O)c1ccc(C=O)cc1,79.791,-0.277373785,0.52799063,E,26,105.101,151.122,105,-550.0955925,-550.1008414,-0.005248882,-550.01843,-550.023691,-0.005261,2.7056,3.0931,-0.29186,0.04923,-0.13109,0.13295,314.6599731,-1.3105,-0.45778,-0.54538,0.49614,-0.81436,16,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
BZEUYEFVVDTLOD-PLNGDYQASA-N,cis-hex-2-enamide; cis-Hex-2-enamid,CCC\C=C/C(N)=O,100 g solvent dissolves. 57.55 g Substance.,0.648860333,4.455129506,F,20,100.211,113.159,68,-365.2558128,-365.260558,-0.004745183,-365.127628,-365.132,-0.004372,3.2296,3.759,-0.25686,0.13712,-0.0432,0.09795,322.8479614,-0.66857,-1.50347,-0.86354,0.63871,-1.53211,19,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CAQHPYSDQFDJAL-UHFFFAOYSA-N,"1,2-naphthoquinone 1-oxime; 1,2-naphthoquinone-1-monoxime; 1,2-naphthalenedione 1-oxime; 1,2-naphthoquinone-1-oxime; 1,2-naphthoquinone oxime; 1-nitroso-2-naphthol; [1,2]naphthoquinone-1-oxime",ON=C1C(=O)C=Cc2ccccc12,72.731,-0.376755606,0.419995265,E,26,130.877,173.171,109.5,-590.4284995,-590.4340922,-0.005592638,-590.315401,-590.321342,-0.005941,3.8146,4.5394,-0.24382,0.07158,-0.10874,0.08491,347.3893127,-1.06747,-0.89006,-0.54423,0.5208,-1.1558,20,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
CJADAVIATOALFB-UHFFFAOYSA-N,"dibenzo[a,o]perylene-7,16-dione; Dibenzo[a,o]perylen-7,16-dion; 1.2;11.12-Dibenzo-perylenchinon-(3.10); 1.9.1'.9'-Benzdianthron; Mesobenzdianthron; Helianthron",O=C1c2ccccc2c3c4c1cccc4c5cccc6C(=O)c7ccccc7c3c56,2.48,-2.188086645,0.00648505,C,23,267.084,382.418,296,-1225.959735,-1225.965888,-0.00615247,-1225.673869,-1225.680019,-0.00615,0.3837,0.5488,-0.22646,0.0632,-0.11712,0.06755,571.3953247,-1.17717,-2.42113,-0.58887,0.53916,-1.17717,44,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
COGNJHDCPSNYEH-UHFFFAOYSA-N,octan-2-one semicarbazone; methyl-n-hexylketone semicarbazone; Octan-2-on-semicarbazon; Methylhexylketon-semicarbazon; Methyl-hexylketon-semicarbazon; Octanon-(2)-semicarbazon; 2-Octanon-semicarbazon,CCCCCCC(C)=NNC(N)=O,7.22,-1.40926556,0.038970362,D,20,200.599,185.269,122,-593.9133931,-593.9197286,-0.006335545,-593.675771,-593.682313,-0.006542,4.7724,5.4644,-0.23816,0.16078,-0.01954,0.07925,463.6463318,-0.70018,-2.75752,-0.89071,0.79351,-2.39138,32,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CPXHDGJIYPGMMZ-UHFFFAOYSA-N,"1,1,4,4-tetraphenyl-2-butyne-1,4-diol; 1,1,4,4-tetraphenyl-1,4-dihydroxy-2-butyne; 1,1,4,4-tetraphenylbut-2-yne-1,4-diol; 1,1,4,4-tetraphenyl-2-butyn-1,4-diol; 1,1,4,4-tetraphenylbut-2-yn-1,4-diol; 1,1,4,4-Tetrapheylbut-2-in-1,4-diol; tetraphenyl-but-2-yne-1,4-diol",OC(C#CC(O)(c1ccccc1)c2ccccc2)(c3ccccc3)c4ccccc4,100 g solvent dissolves. 0.0069 g Substance.,-3.81024671,0.000154794,B,24,317.968,390.481,202,-1230.634388,-1230.639777,-0.0053889,-1230.277178,-1230.282299,-0.005121,1.0741,1.3033,-0.24515,0.15016,-0.03016,0.08624,682.3817749,-1.50242,-4.56364,-0.75127,0.51369,-1.50242,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
CQIUKKVOEOPUDV-IYSWYEEDSA-N,"citrinin; (-)-Citrinin; (3R,4S)-4,6-dihydro-8-hydroxy-3,4,5-trimethyl-6-oxo-3H-2-benzopyran-7-carboxylic acid; 4,6-dihydro-8-hydroxy-3,4,5-trimethyl-6-oxo-3H-isochromene-7-carboxylic acid; (-)-citrinin; antimycin; citrinine",C[C@H]1OC=C2C(=C(C(O)=O)C(=O)C(=C2[C@@H]1C)C)O,28.58,-0.942313597,0.114205338,E,25,162.149,250.251,178,-879.9779946,-879.9852524,-0.007257818,-879.767486,-879.774899,-0.007413,5.2254,6.3857,-0.23366,0.09304,-0.08728,0.07475,435.6470642,-3.17363,-0.93082,-0.71051,0.81163,-3.17363,32,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1
CTUQBZGKHZPYJF-UHFFFAOYSA-N,"tribenzoylmethane; 2-benzoyl-1,3-diphenyl-1,3-propanedione; 2-benzoyl-1,3-diphenyl-1,3-propandione; Tribenzoylmethane; 2-benzoyl-1,3-diphenyl-propane-1,3-dione; 2-Benzoyl-1,3-diphenyl-propan-1,3-dion; tri-benzoylmethane",O=C(C(C(=O)c1ccccc1)C(=O)c2ccccc2)c3ccccc3,100 g solvent dissolves. 0.04 g Substance.,-2.971795408,0.001067099,C,21,235.199,328.367,232,-1073.682319,-1073.690081,-0.00776191,-1073.416133,-1073.423316,-0.007183,6.2368,7.535,-0.26497,0.10355,-0.07677,0.10606,582.0154419,-1.65316,-2.42663,-0.55112,0.59535,-1.65316,41,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
CWRYPZZKDGJXCA-UHFFFAOYSA-N,"acenaphthene; 1,2-dihydroacenaphthylene; Acenaphthene; 1,2?dihydroacenaphthylene; 1,2-dihydroacenaphthene; acenaphthalene; acenaphtene",C1Cc2cccc3cccc1c23,Solubility: 16.23 molpercent,0.260115988,1.820186915,F,24.84,121.196,154.211,95,-463.3296202,-463.3312691,-0.001648827,-463.1802,-463.182,-0.0018,0.9652,1.1524,-0.21056,0.13917,-0.04115,0.05165,347.121521,0,-2.49199,-0.4791,0.25779,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
CXOFVDLJLONNDW-UHFFFAOYSA-N,"phenythoin; 5,5-diphenylimidazolidine-2,4-dione; 5,5?diphenylimidazolidine?2,4?dione; 5,5'-diphenyl-imidazolidine-2,4-dione; 5,5'-diphenyl-2,4-imidazolidinedione; 5,5-diphenyl-2,4-imidazolidinedione; 5,5-diphenylimidazolidin-2,4-dione",O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,0.15,-3.225777791,0.000594596,B,20,205.964,252.272,290,-838.8440815,-838.8513481,-0.007266563,-838.645559,-838.652909,-0.00735,3.0977,3.5126,-0.25767,0.1376,-0.04272,0.09876,458.2328491,-1.23329,-0.85702,-0.68101,0.82159,-2.5864,31,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1
CZGCEKJOLUNIFY-UHFFFAOYSA-N,4-chlorobenzonitrile; 4-Chloronitrobenzene,[O-][N+](=O)c1ccc(Cl)cc1,100 g solvent dissolves. 83.589 g Substance.,0.667218289,4.647488128,F,17,87.554,157.556,83,-896.3641487,-896.3678092,-0.00366052,-896.304748,-896.308508,-0.00376,3.4062,3.8697,-0.28759,0.06586,-0.11446,0.12868,305.0592957,-0.78298,-0.85786,-0.39149,0.49665,-0.25839,14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
DBKKFIIYQGGHJO-UHFFFAOYSA-N,Diethyl ketomalonate; ethyl mesoxalate,CCOC(=O)C(=O)C(=O)OCC,200,0.060099036,1.148415475,F,22,108.339,174.153,57,-648.9012492,-648.9075076,-0.00625836,-648.769053,-648.77554,-0.006487,1.0866,1.266,-0.2633,0.05963,-0.12069,0.10439,396.3522339,-2.6479,0.19368,-0.71337,0.734,-2.6479,22,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DDBREPKUVSBGFI-UHFFFAOYSA-N,phenobarbital; 5-ethyl-5-phenylbarbituric acid,CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,0.967,-2.380508679,0.004163814,C,20,166.788,232.239,174,-799.7642743,-799.771644,-0.007369664,-799.57795,-799.585585,-0.007635,1.3968,1.39,-0.26595,0.11472,-0.0656,0.10704,418.3950806,-1.79123,-0.29119,-0.69823,0.83073,-3.16015,29,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1
DHNCWGKMISNJQG-UHFFFAOYSA-N,"N,N?-dimethyl-N,N?-dinitrooxalamide; N,N'-dimethyl-N,N'-dinitrooxalamide; N,N'-dimethyl-N,N'-dinitro-oxalamide; N,N'-Dimethyl-N,N'-dinitro-oxalamid; Oxalsaeure-bis-methylnitramid; N.N'-Dinitro-N.N'-dimethyl-oxamid; N,N'-Dimethyl-N,N'-dinitro-oxamid",CN(C(=O)C(=O)N(C)[N+]([O-])=O)[N+]([O-])=O,100 g solvent dissolves. 9.6 g Substance.,-0.389334259,0.40800524,E,20,132.998,206.115,124,-826.1821063,-826.1879898,-0.00588351,-826.088564,-826.094734,-0.00617,1.1445,1.2732,-0.30514,0.06769,-0.11263,0.14623,354.443512,-2.59322,0.29276,-0.54513,0.6427,-1.916,20,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DKPSYPVDBXCWRM-UHFFFAOYSA-N,"N-(5-methyl-1(3)H-benzimidazol-2-yl)-N-phenyl-N',N''-di-p-tolyl-guanidine; N-(5-Methyl-1(3)H-benzimidazol-2-yl)-N-phenyl-N',N''-di-p-tolyl-guanidin",Cc5ccc(/N=C(Nc1ccc(C)cc1)/N(c2ccc(C)cc2)c4nc3cc(C)ccc3[nH]4)cc5,100 g solvent dissolves. 1.4 g Substance.,-1.560280876,0.02752448,D,15,378.147,445.567,193,-1434.497325,-1434.504263,-0.00693769,-1434.046112,-1434.05016,-0.004048,3.7591,5.4931,-0.20476,0.14755,-0.03277,0.04585,807.7359009,0,-4.81824,-0.7003,0.64857,-2.75508,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1
DMLAVOWQYNRWNQ-BUHFOSPRSA-N,trans-azobenzene; (E)-azobenzene,c1ccc(cc1)/N=N/c2ccccc2,100 g solvent dissolves. 35.0 g Substance.,0.225964192,1.682535329,F,25,146.516,182.225,68,-572.7843062,-572.786591,-0.002284801,-572.632218,-572.634936,-0.002718,0.0001,0.0001,-0.23733,0.08755,-0.09277,0.07842,406.7120972,0,-2.13494,-0.24701,0.26119,-0.39417,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
DNSISZSEWVHGLH-UHFFFAOYSA-N,butanamide; Butyramid; Butanamid,CCCC(N)=O,100 g solvent dissolves. 0.25 g Substance.,-1.599681728,0.025137279,D,20,71.328,87.1216,115,-287.8559758,-287.8609941,-0.005018326,-287.756472,-287.76143,-0.004958,3.7823,4.3511,-0.26048,0.17175,-0.00857,0.10157,271.880249,-0.66217,-1.03673,-0.87631,0.6797,-1.53848,15,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DNVPQKQSNYMLRS-APGDWVJJSA-N,Ergosterol; ergosterol,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,94 g solvent dissolves. 1 g Substance.,-1.62903887,0.023494225,D,16,349.413,396.657,165,-1168.7049,-1168.708229,-0.00332946,-1168.09929,-1168.103212,-0.003922,1.6293,1.8052,-0.20312,0.14844,-0.03188,0.04421,701.6867676,-0.78582,-9.95719,-0.78582,0.49881,-0.78582,73,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1
DOTLEUORWLAKLE-UHFFFAOYSA-N,"[1,1']biacenaphthylenylidene-2,2'-dione; <Delta1,1'-biacenaphthene>-2,2'-dione; diacenaphthylidenedione; [1,1']Biacenaphthylenyliden-2,2'-dion; 2.2'-Dioxo-diacenaphthenyliden; Biacendion; alpha.delta-Dioxo-alpha.beta;gamma.delta-di-(peri-naphthylen)-beta-butylen",O=C1c2cccc3cccc(c23)C1=C4C(=O)c5cccc6cccc4c56,1.57,-2.325706484,0.004723822,C,19,211.239,332.358,290,-1072.279142,-1072.283608,-0.00446574,-1072.040597,-1072.044871,-0.004274,0.8861,1.1355,-0.22098,0.06742,-0.1129,0.06207,532.7700806,-1.12719,-1.9547,-0.5636,0.5476,-1.12719,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
DPJCXCZTLWNFOH-UHFFFAOYSA-N,2-nitro-aniline; 2-nitrophenylamine; 2-Nitroaniline,Nc1ccccc1[N+]([O-])=O,142.299,0.012926413,1.030211546,F,25,67.702,138.126,70,-492.1326926,-492.1376195,-0.004926877,-492.047068,-492.051952,-0.004884,5.2263,6.1119,-0.23572,0.083,-0.09732,0.07681,295.331604,-0.86725,-0.74065,-0.80533,0.48763,-1.18495,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
DRVIXNJJIHRZFT-UHFFFAOYSA-N,octan-4-one semicarbazone; Octan-4-on-semicarbazon; Propylbutylketon-semicarbazon; Octanon-(4)-semicarbazon; 4-Octanon-semicarbazon,CCCCC(CCC)=NNC(N)=O,230,0.093925079,1.241438126,F,20,152.564,185.269,100,-593.9113634,-593.9175797,-0.006216296,-593.673844,-593.680025,-0.006181,4.7226,5.4512,-0.23646,0.16074,-0.01958,0.07755,456.0739136,-0.7004,-2.74661,-0.89042,0.7941,-2.38947,32,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DTFARBHXORYQBF-HBGVWJBISA-N,"2R,6aS,12aS-2-isopropyl-8,9-dimethoxy-1,2,12,12a-tetrahydrochromeno[3,4-b]furo[2,3-h]chromen-6(6aH)-one; 6abeta,12abeta-6',7'-dihydro-rotenolone; 6',7'-dihydrorotenone; dihydrorotenone; (-)-dihydrorotenone; (-)-Dihydrorotenon; 6'.7'-Dihydro-rotenon",COc1cc2OC[C@H]3Oc4c5C[C@@H](Oc5ccc4C(=O)[C@H]3c2cc1OC)C(C)C,63,-0.798836918,0.158914338,E,25,246.067,396.44,205,-1342.264797,-1342.272401,-0.00760345,-1341.887348,-1341.895082,-0.007734,4.2205,5.0248,-0.19721,0.11912,-0.0612,0.0383,661.3764038,-3.28351,-2.56967,-0.68756,0.5728,-3.28351,53,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
DXBHBZVCASKNBY-UHFFFAOYSA-N,benz[a]anthracene; benzo[a]anthracene,c1ccc2cc3c(ccc4ccccc34)cc2c1,4.33751,-1.721252106,0.01899975,D,20,193.077,228.293,157,-693.2010195,-693.2035911,-0.002571639,-692.998083,-693.000639,-0.002556,0.0408,0.0551,-0.20576,0.11122,-0.0691,0.04685,439.1104431,0,-2.92973,-0.2447,0.24791,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
DYIIYHDGKUVKLC-KLOSEMCISA-N,(+)-beta-difenchene; (+)-beta-Difenchen,C1([C@H]2CC([C@@H](C1)C2)=CC3C4CC(C(C3)C4)(C)C)(C)C,550,0.305037622,2.018541218,F,NA,190.993,272.474,83,-742.087873,-742.088447,-0.000573936,-741.681804,-741.682653,-0.000849,0.4393,0.5043,-0.22555,0.17694,-0.00338,0.06664,518.1796265,0,-7.22848,-0.67394,0.25435,0,49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
DZQLZCHEALBORZ-UHFFFAOYSA-N,"3,9-diphenyl-2,4,8,10-tetraoxa-spiro[5,5]undecane; 3,9-Diphenyl-2,4,8,10-tetraoxaspiro<5,5>undecan; 3,9-diphenyl-2,4,8,10-tetraoxa-spiro[5.5]undecane; 2,4,8,10-tetraoxa-3,9-diphenylspiro[5.5]undecane; 3,9-diphenyl-2,4,8,10-tetraoxaspiro[5,5]undecane; dibenzal pentaerithritol; dibenzalpentaerythritol",C1OC(OCC12COC(OC2)c3ccccc3)c4ccccc4,60,-0.716511116,0.19208298,E,NA,219.895,312.365,162,-1036.965868,-1036.970641,-0.00477231,-1036.656772,-1036.661617,-0.004845,2.2952,2.7153,-0.25378,0.16098,-0.01934,0.09487,558.6318359,-2.39638,-2.38644,-0.59956,0.3834,-2.39638,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1
DZTHIGRZJZPRDV-UHFFFAOYSA-N,N-acetyl-DL-tryptophan; N-acetyl-tryptophan; Nalpha-Acetyltryptophan; N-acetyl (+/-)-tryptophan; N-acetyl-(2RS)-tryptophan; (2RS)-N-acetyltryptophan; N-Acetyl-DL-tryptophane,CC(=O)NC(Cc1c[nH]c2ccccc12)C(O)=O,0.034,-3.859925539,0.000138062,B,21,177.009,246.266,206,-839.0613637,-839.0704682,-0.009104473,-838.854751,-838.861491,-0.00674,1.6847,2.4309,-0.20901,0.15291,-0.02741,0.0501,466.7255249,-2.01365,-0.99887,-0.76522,0.82344,-3.23448,32,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1
FBAAWFXZNSCIGK-KKZNHRDASA-N,neobornyl isocyanate; Neobornylcarbonimid; Neobornylisocyanat,C[C@@]12CC[C@@H](C1(C)C)C[C@H]2N=C=O,17.284,-1.01584398,0.096417534,D,NA,121.147,179.262,88,-559.4001183,-559.4022673,-0.002149028,-559.174711,-559.176896,-0.002185,3.4764,4.0121,-0.27366,0.16681,-0.01351,0.11475,374.9799194,-0.55684,-3.07516,-0.68151,0.84981,-1.10081,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
FHFMSTWPQINGGA-FOCLMDBBSA-N,"trans-2,4-dichloro-6-phenylazo-phenol; 2,4-dichloro-6-phenylazo-phenol; 2,4-Dichlor-6-phenylazo-phenol",c1ccc(cc1)/N=N/c2cc(cc(c2O)Cl)Cl,100 g solvent dissolves. 15.55 g Substance.,-0.292462151,0.509962039,E,30,183.256,267.114,126,-1567.196591,-1567.199775,-0.00318396,-1567.06468,-1567.067715,-0.003035,3.99,4.504,-0.23916,0.066,-0.11432,0.08025,458.3314209,-0.68517,-1.28392,-0.68517,0.5257,-1.06694,25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
FIQMHBFVRAXMOP-UHFFFAOYSA-N,Triphenylphosphine oxide; triphenylphosphineoxide; triphenylphosphane oxide; Ph3PO,O=[P](c1ccccc1)(c2ccccc2)c3ccccc3,254.635,-0.038579503,0.914998742,E,26,255.461,278.29,155,-1111.581157,-1111.587137,-0.00598013,-1111.349755,-1111.356455,-0.0067,4.2303,5.0971,-0.26146,0.13935,-0.04097,0.10255,509.6762085,-1.1084,-4.70644,-1.1084,2.00188,0.89348,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
FMXDVBRYDYFVGS-UHFFFAOYSA-N,"1-methoxy-2,4,6-trinitrobenzene",COc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,100 g solvent dissolves. 94.98 g Substance.,0.534292363,3.422097374,F,15,131.618,243.133,68,-960.2812144,-960.287808,-0.00659365,-960.18676,-960.193694,-0.006934,2.4833,2.7487,-0.32084,0.03721,-0.14311,0.16193,391.461853,-2.73033,-0.1036,-0.54957,0.50128,-1.22832,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
FNUXIDAXTMVGMS-UHFFFAOYSA-N,"4-bromo-5-(4-bromo-phenyl)-dihydro-furan-2,3-dione; 4-Brom-5-(4-brom-phenyl)-dihydro-furan-2,3-dion",BrC1C(OC(=O)C1=O)c2ccc(Br)cc2,40,-0.921639663,0.119773389,E,21,114.907,333.964,145,-5753.814231,-5753.82061,-0.0063794,-5753.718505,-5753.723954,-0.005449,4.9459,5.6578,-0.2719,0.05233,-0.12799,0.11299,419.4189148,-1.52154,-0.2651,-0.53883,0.72637,-1.37588,21,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1
FNYDIAAMUCQQDE-UHFFFAOYSA-N,"4-methyl resorcinol; 1,3-dihydroxy-4-methylbenzene; 4-methyl-1,3-dihydroxidebenzene; 4-methyl-1,3-benzenediol; 4-methylbenzene-1,3-diol; 2,4-dihydroxytoluene; 4-methylresorcinol",Cc1ccc(O)cc1O,Solubility: 4.660E-1 mol-percent,-1.281816615,0.052261682,D,24.9,95.061,124.139,104,-422.0195067,-422.0242812,-0.00477449,-421.915991,-421.920739,-0.004748,2.2285,2.5097,-0.21664,0.16627,-0.01405,0.05773,299.5245667,-1.42913,-1.0694,-0.71478,0.51217,-1.42913,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
FOGXJPFPZOHSQS-AYVLZSQQSA-N,"hydrocortisone butyrate propionate; 17alpha-butyryloxy-11beta-hydroxy-21-propionyloxy-4-pregnen-3,20-dione; hydrocortisone 17-butyrate 21-propionate; 17alpha-butyryloxy-11beta-hydroxy-21-propionyloxy-4-pregnen-3,20-dione",CCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C(=O)COC(=O)CC,41.4,-1.071971787,0.084728245,D,25,439.323,488.621,122,-1617.702415,-1617.713749,-0.01133399,-1617.124322,-1617.135651,-0.011329,2.4524,2.8914,-0.2456,0.12239,-0.05793,0.08669,776.8965454,-4.28945,-6.05043,-0.78827,0.83451,-4.28945,75,2,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1
FQBFMUKEABWXLQ-UHFFFAOYSA-N,2-ethyl-5-methylresorcinol; 2-ethyl-5-methyl-resorcinol; 3.5-Dihydroxy-1-methyl-4-aethyl-benzol; 2-Aethyl-5-methyl-resorcin; 2-ethyl-5-methyl resorcinol,CCc1c(O)cc(C)cc1O,Solubility: 5.438E-1 mol-percent,-1.214763328,0.060986916,D,24.9,102.55,152.193,131,-500.6527488,-500.6568878,-0.004139002,-500.498204,-500.502645,-0.004441,2.5422,2.8796,-0.22249,0.16912,-0.0112,0.06358,354.0545044,-1.43498,-2.02093,-0.71749,0.51273,-1.43498,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
FTOAOBMCPZCFFF-UHFFFAOYSA-N,diethylbarbituric acid; Barbital,CCC1(CC)C(=O)NC(=O)NC1=O,0.513,-2.555160472,0.002785092,C,20,127.248,184.195,190,-647.3447225,-647.3511641,-0.006441624,-647.179429,-647.186138,-0.006709,1.0595,1.0908,-0.28397,0.11555,-0.06477,0.12506,363.4544983,-1.81748,-0.27769,-0.70104,0.83161,-3.17544,25,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
