StdInChIKey,Name,Smile,Sol,LogS,Sol_cat,T,Volume,MW,MP,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LsoluHsolv,LUMO,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,any halides,F,Cl,Br,I,carbonyl,ketone,aldehyde,amide,ester,carboxyl,alkene,alkyne,all aromatic,aromatic C,aromatic N,aromatic S,aromatic O,nitrile,1st/2nd amine,nitro,azo,alcohol,ether inc. ester,P,S,thiol,thioamide,sulfonamide,heterocyclic,at least 1 ring,unfused benzene ring,3 membered ring,4 membered ring,5 membered ring,6 membered ring,7 membered ring,H-bond donor,Acidic hydroxyl,H-bond acceptor
BZEUYEFVVDTLOD-PLNGDYQASA-N,cis-hex-2-enamide; cis-Hex-2-enamid,CCC\C=C/C(N)=O,100 g solvent dissolves. 57.55 g Substance.,0.648860333,F,20,150.541,113.159,68,-0.078378467,-0.082751454,-0.004372987,0.034407,0.029842,-0.004565,3.0034,3.5221,-0.37329,0.18477,0.00445,0.21438,320.3282471,-0.611817,-0.733083,-0.611817,0.653399,-1.207903,19,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CAQHPYSDQFDJAL-UHFFFAOYSA-N,"1,2-naphthoquinone 1-oxime; 1,2-naphthoquinone-1-monoxime; 1,2-naphthalenedione 1-oxime; 1,2-naphthoquinone-1-oxime; 1,2-naphthoquinone oxime; 1-nitroso-2-naphthol; [1,2]naphthoquinone-1-oxime",ON=C1C(=O)C=Cc2ccccc12,72.731,-0.376755606,E,26,174.319,173.171,109.5,0.023600176,0.018834507,-0.004765669,0.128496,0.123416,-0.00508,3.7091,4.4419,-0.34744,0.12862,-0.0517,0.18853,347.927948,-0.771919,-0.519687,-0.475686,0.552007,-0.808017,20,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
CJADAVIATOALFB-UHFFFAOYSA-N,"dibenzo[a,o]perylene-7,16-dione; Dibenzo[a,o]perylen-7,16-dion; 1.2;11.12-Dibenzo-perylenchinon-(3.10); 1.9.1'.9'-Benzdianthron; Mesobenzdianthron; Helianthron",O=C1c2ccccc2c3c4c1cccc4c5cccc6C(=O)c7ccccc7c3c56,2.48,-2.188086645,C,23,353.581,382.418,296,0.07782461,0.072145167,-0.005679442,0.345849,0.339849,-0.006,0.5139,0.6809,-0.328,0.1087,-0.07162,0.16909,572.0606079,-1.019915,-1.280684,-0.509977,0.561853,-1.019915,44,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
COGNJHDCPSNYEH-UHFFFAOYSA-N,octan-2-one semicarbazone; methyl-n-hexylketone semicarbazone; Octan-2-on-semicarbazon; Methylhexylketon-semicarbazon; Methyl-hexylketon-semicarbazon; Octanon-(2)-semicarbazon; 2-Octanon-semicarbazon,CCCCCCC(C)=NNC(N)=O,7.22,-1.40926556,D,20,256.759,185.269,122,-0.090567255,-0.096988943,-0.006421688,0.119248,0.112338,-0.00691,4.5536,5.329,-0.33747,0.19832,0.018,0.17856,463.7176208,-0.607073,-1.439263,-0.607073,0.693769,-1.797383,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CPXHDGJIYPGMMZ-UHFFFAOYSA-N,"1,1,4,4-tetraphenyl-2-butyne-1,4-diol; 1,1,4,4-tetraphenyl-1,4-dihydroxy-2-butyne; 1,1,4,4-tetraphenylbut-2-yne-1,4-diol; 1,1,4,4-tetraphenyl-2-butyn-1,4-diol; 1,1,4,4-tetraphenylbut-2-yn-1,4-diol; 1,1,4,4-Tetrapheylbut-2-in-1,4-diol; tetraphenyl-but-2-yne-1,4-diol",OC(C#CC(O)(c1ccccc1)c2ccccc2)(c3ccccc3)c4ccccc4,100 g solvent dissolves. 0.0069 g Substance.,-3.81024671,B,24,430.026,390.481,202,0.11239043,0.107587502,-0.004802928,0.439545,0.43532,-0.004225,2.5794,3.1055,-0.35103,0.17947,-0.00085,0.19212,684.3213501,-1.127816,-2.636258,-0.564004,0.378185,-1.127816,52,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
CQIUKKVOEOPUDV-IYSWYEEDSA-N,"citrinin; (-)-Citrinin; (3R,4S)-4,6-dihydro-8-hydroxy-3,4,5-trimethyl-6-oxo-3H-2-benzopyran-7-carboxylic acid; 4,6-dihydro-8-hydroxy-3,4,5-trimethyl-6-oxo-3H-isochromene-7-carboxylic acid; (-)-citrinin; antimycin; citrinine",C[C@H]1OC=C2C(=C(C(O)=O)C(=O)C(=C2[C@@H]1C)C)O,28.58,-0.942313597,E,25,207.013,250.251,178,-0.324510893,-0.33291643,-0.008405537,-0.139248,-0.147791,-0.008543,6.776,8.4401,-0.34197,0.13474,-0.04558,0.18306,434.0391541,-2.494406,-0.29378,-0.696245,0.74144,-2.494406,32,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1
CTUQBZGKHZPYJF-UHFFFAOYSA-N,"tribenzoylmethane; 2-benzoyl-1,3-diphenyl-1,3-propanedione; 2-benzoyl-1,3-diphenyl-1,3-propandione; Tribenzoylmethane; 2-benzoyl-1,3-diphenyl-propane-1,3-dione; 2-Benzoyl-1,3-diphenyl-propan-1,3-dion; tri-benzoylmethane",O=C(C(C(=O)c1ccccc1)C(=O)c2ccccc2)c3ccccc3,100 g solvent dissolves. 0.04 g Substance.,-2.971795408,C,21,363.17,328.367,232,-0.030156059,-0.036513007,-0.006356947,0.215169,0.208562,-0.006607,6.4172,7.4877,-0.37001,0.16918,-0.01114,0.2111,572.3791504,-1.396528,-1.230156,-0.62534,0.616861,-1.396528,41,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
CWRYPZZKDGJXCA-UHFFFAOYSA-N,"acenaphthene; 1,2-dihydroacenaphthylene; Acenaphthene; 1,2?dihydroacenaphthylene; 1,2-dihydroacenaphthene; acenaphthalene; acenaphtene",C1Cc2cccc3cccc1c23,Solubility: 16.23 molpercent,0.260115988,F,24.84,188.187,154.211,95,0.059610141,0.057837254,-0.001772887,0.198136,0.196097,-0.002039,1.1614,1.3196,-0.31523,0.17308,-0.00724,0.15632,346.3826904,0,-1.546061,-0.284374,0.160567,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
CXOFVDLJLONNDW-UHFFFAOYSA-N,"phenythoin; 5,5-diphenylimidazolidine-2,4-dione; 5,5?diphenylimidazolidine?2,4?dione; 5,5'-diphenyl-imidazolidine-2,4-dione; 5,5'-diphenyl-2,4-imidazolidinedione; 5,5-diphenyl-2,4-imidazolidinedione; 5,5-diphenylimidazolidin-2,4-dione",O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,0.15,-3.225777791,B,20,295.051,252.272,290,-0.038217584,-0.04368962,-0.005472036,0.141605,0.135181,-0.006424,3.6299,4.0981,-0.36052,0.16545,-0.01487,0.20161,458.2221985,-0.987015,-0.107711,-0.586112,0.700793,-2.104353,31,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1
CZGCEKJOLUNIFY-UHFFFAOYSA-N,4-chlorobenzonitrile; 4-Chloronitrobenzene,[O-][N+](=O)c1ccc(Cl)cc1,100 g solvent dissolves. 83.589 g Substance.,0.667218289,F,17,100.95,157.556,83,0.015477402,0.011750259,-0.003727143,0.069688,0.065478,-0.00421,3.692,4.2056,-0.38487,0.11859,-0.06173,0.22596,305.4598999,-0.96592,-0.56514,-0.48296,0.844764,-0.183902,14,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
DBKKFIIYQGGHJO-UHFFFAOYSA-N,Diethyl ketomalonate; ethyl mesoxalate,CCOC(=O)C(=O)C(=O)OCC,200,0.060099036,F,22,210.333,174.153,57,-0.299044846,-0.305417159,-0.006372313,-0.183146,-0.190024,-0.006878,1.5526,1.8018,-0.37596,0.12355,-0.05677,0.21705,396.5687866,-2.034393,0.42965,-0.502825,0.503998,-2.034393,22,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DDBREPKUVSBGFI-UHFFFAOYSA-N,phenobarbital; 5-ethyl-5-phenylbarbituric acid,CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,0.967,-2.380508679,C,20,247.42,232.239,174,-0.174007618,-0.179910572,-0.005902955,-0.007186,-0.014708,-0.007522,2.0872,2.212,-0.36992,0.15557,-0.02475,0.21101,419.348114,-1.450718,0.389497,-0.594579,0.72007,-2.639759,29,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1
DHNCWGKMISNJQG-UHFFFAOYSA-N,"N,N?-dimethyl-N,N?-dinitrooxalamide; N,N'-dimethyl-N,N'-dinitrooxalamide; N,N'-dimethyl-N,N'-dinitro-oxalamide; N,N'-Dimethyl-N,N'-dinitro-oxalamid; Oxalsaeure-bis-methylnitramid; N.N'-Dinitro-N.N'-dimethyl-oxamid; N,N'-Dimethyl-N,N'-dinitro-oxamid",CN(C(=O)C(=O)N(C)[N+]([O-])=O)[N+]([O-])=O,100 g solvent dissolves. 9.6 g Substance.,-0.389334259,E,20,133.553,206.115,124,-0.103449545,-0.108515186,-0.005065641,-0.02385,-0.029098,-0.005248,0.7053,0.7796,-0.415,0.11583,-0.06449,0.25609,355.505188,-2.580514,0.518002,-0.486251,0.961649,-1.603874,20,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DKPSYPVDBXCWRM-UHFFFAOYSA-N,"N-(5-methyl-1(3)H-benzimidazol-2-yl)-N-phenyl-N',N''-di-p-tolyl-guanidine; N-(5-Methyl-1(3)H-benzimidazol-2-yl)-N-phenyl-N',N''-di-p-tolyl-guanidin",Cc5ccc(/N=C(Nc1ccc(C)cc1)/N(c2ccc(C)cc2)c4nc3cc(C)ccc3[nH]4)cc5,100 g solvent dissolves. 1.4 g Substance.,-1.560280876,D,15,487.96,445.567,193,0.193114845,0.1859575,-0.007157345,0.605683,0.597805,-0.007878,2.755,3.2321,-0.29956,0.16589,-0.01443,0.14065,822.6790161,0,-3.067454,-0.504028,0.508208,-2.014513,64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1
DMLAVOWQYNRWNQ-BUHFOSPRSA-N,trans-azobenzene; (E)-azobenzene,c1ccc(cc1)/N=N/c2ccccc2,100 g solvent dissolves. 35.0 g Substance.,0.225964192,F,25,209.913,182.225,68,0.153547764,0.151274593,-0.002273171,0.294444,0.289464,-0.00498,0.0013,0.0473,-0.33735,0.13945,-0.04087,0.17844,411.6476135,0,-1.304479,-0.158328,0.171085,-0.302123,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
DNSISZSEWVHGLH-UHFFFAOYSA-N,butanamide; Butyramid; Butanamid,CCCC(N)=O,100 g solvent dissolves. 0.25 g Substance.,-1.599681728,D,20,119.561,87.1216,115,-0.101299794,-0.106100366,-0.004800573,-0.016636,-0.019557,-0.002921,3.9614,4.5421,-0.38347,0.22345,0.04313,0.22456,272.8338928,-0.591928,-0.445038,-0.60324,0.627806,-1.195168,15,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DNVPQKQSNYMLRS-APGDWVJJSA-N,Ergosterol; ergosterol,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,94 g solvent dissolves. 1 g Substance.,-1.62903887,D,16,522.823,396.657,165,-0.142487939,-0.146125992,-0.003638053,0.406612,0.402934,-0.003678,1.8112,1.9612,-0.30913,0.20471,0.02439,0.15022,694.961853,-0.601679,-5.932102,-0.601679,0.315625,-0.601679,73,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1
DOTLEUORWLAKLE-UHFFFAOYSA-N,"[1,1']biacenaphthylenylidene-2,2'-dione; <Delta1,1'-biacenaphthene>-2,2'-dione; diacenaphthylidenedione; [1,1']Biacenaphthylenyliden-2,2'-dion; 2.2'-Dioxo-diacenaphthenyliden; Biacendion; alpha.delta-Dioxo-alpha.beta;gamma.delta-di-(peri-naphthylen)-beta-butylen",O=C1c2cccc3cccc(c23)C1=C4C(=O)c5cccc6cccc4c56,1.57,-2.325706484,C,19,293.439,332.358,290,0.092308398,0.088289458,-0.00401894,0.316245,0.311406,-0.004839,0.3118,0.0516,-0.32656,0.13038,-0.04994,0.16765,533.8964844,-0.958234,-1.012653,-0.479117,0.555291,-0.958234,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
DPJCXCZTLWNFOH-UHFFFAOYSA-N,2-nitro-aniline; 2-nitrophenylamine; 2-Nitroaniline,Nc1ccccc1[N+]([O-])=O,142.299,0.012926413,F,25,131.637,138.126,70,0.017886331,0.012533587,-0.005352744,0.096154,0.090341,-0.005813,5.5589,6.5311,-0.33912,0.14056,-0.03976,0.18021,296.5018311,-1.069984,-0.612522,-0.563406,0.891145,-0.640811,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
DRVIXNJJIHRZFT-UHFFFAOYSA-N,octan-4-one semicarbazone; Octan-4-on-semicarbazon; Propylbutylketon-semicarbazon; Octanon-(4)-semicarbazon; 4-Octanon-semicarbazon,CCCCC(CCC)=NNC(N)=O,230,0.093925079,F,20,264.621,185.269,100,-0.089730746,-0.095713983,-0.005983238,0.120606,0.113923,-0.006683,4.4298,5.2215,-0.33739,0.19771,0.01739,0.17848,458.9153137,-0.606428,-1.424291,-0.606428,0.694944,-1.784032,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DTFARBHXORYQBF-HBGVWJBISA-N,"2R,6aS,12aS-2-isopropyl-8,9-dimethoxy-1,2,12,12a-tetrahydrochromeno[3,4-b]furo[2,3-h]chromen-6(6aH)-one; 6abeta,12abeta-6',7'-dihydro-rotenolone; 6',7'-dihydrorotenone; dihydrorotenone; (-)-dihydrorotenone; (-)-Dihydrorotenon; 6'.7'-Dihydro-rotenon",COc1cc2OC[C@H]3Oc4c5C[C@@H](Oc5ccc4C(=O)[C@H]3c2cc1OC)C(C)C,63,-0.798836918,E,25,425.316,396.44,205,-0.308898107,-0.318538696,-0.009640589,0.031152,0.020844,-0.010308,4.3011,4.9945,-0.29597,0.16406,-0.01626,0.13706,657.7268066,-2.401113,-1.457952,-0.539651,0.618481,-2.401113,53,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
DXBHBZVCASKNBY-UHFFFAOYSA-N,benz[a]anthracene; benzo[a]anthracene,c1ccc2cc3c(ccc4ccccc34)cc2c1,4.33751,-1.721252106,D,20,245.085,228.293,157,0.116389331,0.113998045,-0.002391286,0.305128,0.302514,-0.002614,0.0148,0.0464,-0.30927,0.14621,-0.03411,0.15036,439.5786133,0,-1.861458,-0.196036,0.161982,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
DYIIYHDGKUVKLC-KLOSEMCISA-N,(+)-beta-difenchene; (+)-beta-Difenchen,C1([C@H]2CC([C@@H](C1)C2)=CC3C4CC(C(C3)C4)(C)C)(C)C,550,0.305037622,F,NA,393.197,272.474,83,-0.039204344,-0.040097183,-0.000892839,0.330842,0.329068,-0.001774,0.6828,0.7491,-0.33425,0.23633,0.05601,0.17534,507.7141724,0,-4.276044,-0.534026,0.216969,0,49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
DZQLZCHEALBORZ-UHFFFAOYSA-N,"3,9-diphenyl-2,4,8,10-tetraoxa-spiro[5,5]undecane; 3,9-Diphenyl-2,4,8,10-tetraoxaspiro<5,5>undecan; 3,9-diphenyl-2,4,8,10-tetraoxa-spiro[5.5]undecane; 2,4,8,10-tetraoxa-3,9-diphenylspiro[5.5]undecane; 3,9-diphenyl-2,4,8,10-tetraoxaspiro[5,5]undecane; dibenzal pentaerithritol; dibenzalpentaerythritol",C1OC(OCC12COC(OC2)c3ccccc3)c4ccccc4,60,-0.716511116,E,NA,363.663,312.365,162,-0.183901218,-0.189832961,-0.005931743,0.096386,0.090124,-0.006262,2.8099,3.1999,-0.35278,0.18713,0.00681,0.19387,561.8886108,-1.945078,-0.998313,-0.48696,0.358858,-1.945078,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1
DZTHIGRZJZPRDV-UHFFFAOYSA-N,N-acetyl-DL-tryptophan; N-acetyl-tryptophan; Nalpha-Acetyltryptophan; N-acetyl (+/-)-tryptophan; N-acetyl-(2RS)-tryptophan; (2RS)-N-acetyltryptophan; N-Acetyl-DL-tryptophane,CC(=O)NC(Cc1c[nH]c2ccccc12)C(O)=O,0.034,-3.859925539,B,21,259.848,246.266,206,-0.170030173,-0.177735146,-0.007704973,0.017522,0.007625,-0.009897,1.9385,3.3408,-0.31094,0.18031,-1.00E-05,0.15203,462.2050171,-1.631034,-0.462876,-0.619225,0.670314,-2.385154,32,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1
FBAAWFXZNSCIGK-KKZNHRDASA-N,neobornyl isocyanate; Neobornylcarbonimid; Neobornylisocyanat,C[C@@]12CC[C@@H](C1(C)C)C[C@H]2N=C=O,17.284,-1.01584398,D,NA,208.253,179.262,88,-0.072667589,-0.075128097,-0.002460509,0.131595,0.128681,-0.002914,3.7745,4.1554,-0.37146,0.20225,0.02193,0.21255,364.2435608,-0.394572,-1.690039,-0.528989,0.548067,-0.869694,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
FHFMSTWPQINGGA-FOCLMDBBSA-N,"trans-2,4-dichloro-6-phenylazo-phenol; 2,4-dichloro-6-phenylazo-phenol; 2,4-Dichlor-6-phenylazo-phenol",c1ccc(cc1)/N=N/c2cc(cc(c2O)Cl)Cl,100 g solvent dissolves. 15.55 g Substance.,-0.292462151,E,30,201.184,267.114,126,0.05600911,0.052918184,-0.003090926,0.17566,0.171616,-0.004044,3.2742,3.6176,-0.33591,0.12193,-0.05839,0.177,462.253479,-0.426584,-0.752474,-0.426584,0.358884,-0.794833,25,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
FIQMHBFVRAXMOP-UHFFFAOYSA-N,Triphenylphosphine oxide; triphenylphosphineoxide; triphenylphosphane oxide; Ph3PO,O=[P](c1ccccc1)(c2ccccc2)c3ccccc3,254.635,-0.038579503,E,26,300.254,278.29,155,0.014161652,0.00740874,-0.006752913,0.226412,0.21891,-0.007502,4.7684,5.6995,-0.36063,0.17735,-0.00297,0.20172,510.2902527,-0.887771,-2.786417,-0.887771,1.379345,0.491574,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
FMXDVBRYDYFVGS-UHFFFAOYSA-N,"1-methoxy-2,4,6-trinitrobenzene",COc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,100 g solvent dissolves. 94.98 g Substance.,0.534292363,F,15,140.268,243.133,68,-0.022247413,-0.029796298,-0.007548885,0.064266,0.055352,-0.008914,2.3789,2.6001,-0.43239,0.08417,-0.09615,0.27348,389.1325073,-3.122747,-0.428748,-0.456277,0.886346,-0.483111,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
FNUXIDAXTMVGMS-UHFFFAOYSA-N,"4-bromo-5-(4-bromo-phenyl)-dihydro-furan-2,3-dione; 4-Brom-5-(4-brom-phenyl)-dihydro-furan-2,3-dion",BrC1C(OC(=O)C1=O)c2ccc(Br)cc2,40,-0.921639663,E,21,138.913,333.964,145,-0.10908329,-0.11496131,-0.00587802,-0.023062,-0.028868,-0.005806,3.4803,4.0701,-0.36926,0.11256,-0.06776,0.21035,417.1045837,-1.13238,0.147329,-0.422144,0.489086,-1.257658,21,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1
FNYDIAAMUCQQDE-UHFFFAOYSA-N,"4-methyl resorcinol; 1,3-dihydroxy-4-methylbenzene; 4-methyl-1,3-dihydroxidebenzene; 4-methyl-1,3-benzenediol; 4-methylbenzene-1,3-diol; 2,4-dihydroxytoluene; 4-methylresorcinol",Cc1ccc(O)cc1O,Solubility: 4.660E-1 mol-percent,-1.281816615,D,24.9,136.291,124.139,104,-0.119605608,-0.123415112,-0.003809504,-0.030267,-0.034259,-0.003992,1.7581,1.9732,-0.3206,0.18232,0.002,0.16169,300.0715332,-0.959766,-0.725539,-0.551466,0.416193,-0.959766,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
FOGXJPFPZOHSQS-AYVLZSQQSA-N,"hydrocortisone butyrate propionate; 17alpha-butyryloxy-11beta-hydroxy-21-propionyloxy-4-pregnen-3,20-dione; hydrocortisone 17-butyrate 21-propionate; 17alpha-butyryloxy-11beta-hydroxy-21-propionyloxy-4-pregnen-3,20-dione",CCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C(=O)COC(=O)CC,41.4,-1.071971787,D,25,549.781,488.621,122,-0.540915847,-0.552273931,-0.011358084,-0.021401,-0.033232,-0.011831,2.7467,3.1455,-0.3603,0.17597,-0.00435,0.20139,763.0952148,-3.57967,-3.073602,-0.58713,0.653047,-3.57967,75,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1
FQBFMUKEABWXLQ-UHFFFAOYSA-N,2-ethyl-5-methylresorcinol; 2-ethyl-5-methyl-resorcinol; 3.5-Dihydroxy-1-methyl-4-aethyl-benzol; 2-Aethyl-5-methyl-resorcin; 2-ethyl-5-methyl resorcinol,CCc1c(O)cc(C)cc1O,Solubility: 5.438E-1 mol-percent,-1.214763328,D,24.9,199.214,152.193,131,-0.144821443,-0.148956489,-0.004135047,-0.005749,-0.013011,-0.007262,1.7147,1.9345,-0.3287,0.19095,0.01063,0.16979,349.3979492,-0.966205,-1.359434,-0.537363,0.435748,-0.966205,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
FTOAOBMCPZCFFF-UHFFFAOYSA-N,diethylbarbituric acid; Barbital,CCC1(CC)C(=O)NC(=O)NC1=O,0.513,-2.555160472,C,20,183.39,184.195,190,-0.241207343,-0.246889044,-0.005681701,-0.095039,-0.101222,-0.006183,1.8362,1.9614,-0.40512,0.15636,-0.02396,0.24621,361.6020203,-1.489616,0.405441,-0.59017,0.722433,-2.669952,25,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
FWQNYUYRXNWOOM-UHFFFAOYSA-N,nonyl-malonic acid; Nonyl-malonsaeure; decane dicarboxylic acid; decanedicarboxylic acid; n-Nonyl-malonsaeure,CCCCCCCCCC(C(O)=O)C(O)=O,100 g solvent dissolves. 0.0318 g Substance.,-2.917370255,C,25,298.914,230.304,106,-0.362263242,-0.36792256,-0.005659318,-0.113554,-0.119076,-0.005522,2.483,2.6589,-0.40896,0.17977,-0.00055,0.25005,525.9818726,-2.061148,-1.525364,-0.527278,0.665098,-2.061148,38,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
FXJWTHBNVZNQQP-YUMQZZPRSA-N,"erythro-2,3-dibromo-3-phenylpropanoic acid; erythro-alpha,beta-dibromo-beta-phenylpropionic acid; erythro-dl-2,3-dibromo-3-phenylpropionic acid; (2RS,3SR)-2,3-dibromo-3-phenylpropanoic acid; anti-2,3-dibromo-3-phenylpropanoic acid; anti-3-phenyl-2,3-dibromopropanoic acid; 2,3-dibromo-3-phenylpropanoic acid",OC(=O)[C@@H](Br)[C@@H](Br)c1ccccc1,8.2,-1.57469315,D,16,118.733,307.969,200,-0.106725603,-0.111348435,-0.004622832,-0.010538,-0.015585,-0.005047,2.1826,2.5327,-0.36271,0.12438,-0.05594,0.2038,395.9208679,-1.006524,-0.328317,-0.512294,0.636485,-1.230869,21,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
FZERHIULMFGESH-UHFFFAOYSA-N,Acetanilid; acetanilid,CC(=O)Nc1ccccc1,100 g solvent dissolves. 1.31 g Substance.,-1.07109206,D,25,175.033,135.166,114,-0.044207534,-0.048872582,-0.004665048,0.063578,0.05803,-0.005548,3.699,4.2654,-0.32494,0.18438,0.00406,0.16603,328.8147888,-0.55967,-0.635616,-0.625287,0.6659,-1.066229,19,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
