StdInChIKey,Smile,Sol,LogS,Sol_cat,T,Volume,MW,MP,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LsoluHsolv,LUMO,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,1st/2nd amine,3 membered ring,4 membered ring,5 membered ring,6 membered ring,7 membered ring,alcohol,aldehyde,alkene,alkyne,amide,all aromatic,azo,unfused benzene ring,Br,carbonyl,carboxyl,Cl,aromatic C,ester,ether inc. ester,F,any halides,heterocyclic,H-bond acceptor,Acidic hydroxyl,H-bond donor,I,ketone,nitrile,nitro,aromatic N,aromatic O,P,at least 1 ring,S,sulfonamide,aromatic S,thioamide,thiol
CMWTZPSULFXXJA-VIFPVBQESA-N,C[C@@H](c1ccc2cc(ccc2c1)OC)C(=O)O,123.427,-0.270813985,D,25,220.866,230.263,155,-0.161565744,-0.173393071,-0.011827326,0.024204,0.010689,-0.013515,3.7565,4.9337,-0.31417,0.25711,-0.02104,0.31438,457.8198242,-1.498735,-1.049572,-0.562685,0.647049,-1.498735,31,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
CNQITZURXNIVBU-UHFFFAOYSA-N,CCCCS(=O)(=O)NNC(=O)C(c1ccccc1)(c1ccccc1)O,182.43,-0.298151846,D,21,327.905,362.45,135.5,-0.176440628,-0.198893618,-0.02245299,0.112476,0.087769,-0.024707,5.6049,7.7936,-0.35312,0.27329,-0.00486,0.35333,635.8927002,-3.090692,-2.506527,-0.96936,2.491049,-1.581848,47,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
COLNVLDHVKWLRT-UHFFFAOYSA-N,c1ccc(cc1)CC(C(=O)O)N,0.435,-2.579499754,B,25,173.48,165.192,269.5,-0.114740213,-0.126254298,-0.011514085,0.018947,0.005636,-0.013311,2.8453,3.4422,-0.35648,0.27674,-0.00141,0.35669,366.903595,-1.085194,-0.537053,-0.555454,0.631691,-1.621443,23,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
CPYIRRUXUIUUPR-UHFFFAOYSA-N,c1cc2c(cc1COC(=O)NC(=O)N)OCO2,0.66,-2.557397822,B,16.5,215,238.2,176.5,-0.267955132,-0.291288339,-0.023333207,-0.128351,-0.152396,-0.024045,4.5735,7.4548,-0.32664,0.25915,-0.019,0.32685,444.4350281,-2.401037,1.416299,-0.587489,0.756114,-3.538165,27,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
CRPHWKXKBBBHLU-AIECOIEWSA-N,C(C1C(C2C(O1)OC(C(Cl)(Cl)Cl)O2)O)O,97,-0.456474038,D,20,170.656,277.489,140,-0.375545221,-0.391085563,-0.015540342,-0.265071,-0.281853,-0.016782,2.0575,3.2649,-0.39013,0.25458,-0.02357,0.39034,391.0757751,-2.528986,0.793514,-0.55874,0.349144,-2.689967,24,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
CUCUKLJLRRAKFN-KKIBXBACSA-N,Cc1c(c(C(=O)C)c2c(c1O)[C@@]1(C)C(=CC(=O)C(C(=O)C)C1=O)O2)O,Solubility: 0.0053 molpercent,-3.042182953,A,24.99,291.982,344.321,203,-0.404701669,-0.414082954,-0.009381285,-0.172892,-0.186048,-0.013156,4.6033,8.2244,-0.34468,0.229,-0.04915,0.34489,546.9136963,-3.304548,-0.258501,-0.649472,0.708644,-3.304548,41,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
CVHZOJJKTDOEJC-UHFFFAOYSA-N,c1ccc2c(c1)C(=O)NS2(=O)=O,100 g solvent dissolves. 2.00 g Substance.,-1.064624923,C,22.5,147.223,183.188,227,-0.132653646,-0.153680074,-0.021026427,-0.059235,-0.08148,-0.022245,5.1297,6.7941,-0.39781,0.22535,-0.0528,0.39802,334.1065063,-2.410222,-0.309907,-0.933718,2.570192,-0.717443,17,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
CYRRHDGXDUVPMO-ZASXJUAOSA-N,C=C[C@@H]1[C@@H]2CCNC(=O)C2=CO[C@H]1O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O,100 g solvent dissolves. 1.79 g Substance.,-1.403012021,C,20,348.884,357.361,162,-0.528494425,-0.550381855,-0.02188743,-0.228466,-0.255148,-0.026682,5.5361,7.0433,-0.35686,0.27481,-0.00334,0.35707,593.312561,-4.391016,0.344098,-0.686755,0.645907,-4.868454,48,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
CZGCEKJOLUNIFY-UHFFFAOYSA-N,c1cc(ccc1Cl)[N+](=O)[O-],100 g solvent dissolves. 8.7 g Substance.,-0.360673591,D,17,87.548,157.556,82.86,0.015477368,0.007450288,-0.008027079,0.069686,0.060576,-0.00911,3.6912,4.7899,-0.38486,0.21643,-0.06172,0.38507,305.428833,-1.012478,-0.542102,-0.506239,0.857795,-0.219467,14,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
DBJHCHBDQALOAS-XWIAVFTESA-N,c1cc2c(c3CN[C@H]4c5cc6c(cc5C[C@H]([C@H]4c13)O)OCO6)OCO2,5.1,-1.823075118,C,21.5,272.66,339.348,198.5,-0.209179854,-0.226151999,-0.016972145,0.053614,0.03508,-0.018534,2.9879,3.9261,-0.32066,0.26912,-0.00903,0.32087,539.086731,-2.241165,-0.355851,-0.622647,0.357539,-2.70714,42,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
DBPYGJOORSXBMI-UHFFFAOYSA-N,c1ccc2c(c1)cccc2OP(=O)(Oc1cccc2ccccc12)Oc1cccc2ccccc12,1,-2.678033738,B,25,409.222,476.468,145,-0.153842307,-0.169969505,-0.016127198,0.187178,0.171268,-0.01591,1.7199,1.0273,-0.32495,0.25159,-0.02656,0.32516,697.9942017,-2.606319,-2.72442,-0.838559,1.813224,-0.793095,56,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
DCAYPVUWAIABOU-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC,Solubility: 4.4 mol-percent,-0.123006146,D,25.05,429.252,226.446,18.1,-0.136719681,-0.138832329,-0.002112649,0.241604,0.240234,-0.00137,0,0,-0.39399,0.42193,0.14378,0.3942,626.4378052,0,-4.593408,-0.470008,0.148856,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDGUCOCCCYXUCX-MZCGDCDISA-N,C(=C\c1ccco1)/C=N/NC(=O)N,5.88,-1.483907359,C,22,206.581,179.178,218.25,-0.011355026,-0.02441879,-0.013063764,0.102276,0.086574,-0.015702,2.754,4.3086,-0.32391,0.24554,-0.03261,0.32412,404.0014038,-0.911094,-0.000504,-0.644102,0.702315,-1.977505,22,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
DDPOPNULNSDSKL-UHFFFAOYSA-N,CCC(=O)NNC(=O)CC,203.9,0.15053329,E,20,184.302,144.173,136,-0.137219965,-0.151625159,-0.014405194,-0.005399,-0.024451,-0.019052,0,0,-0.33094,0.2897,0.01155,0.33115,366.6270142,-1.23569,-0.356492,-0.617845,0.6086,-1.978368,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DEPKBIFUJLGOBH-UHFFFAOYSA-N,c1ccc(cc1)c1cccc(c1)N=Cc1ccc(cc1)[N+](=O)[O-],3.65822,-1.917214297,C,22,332.238,302.332,112,0.146101142,0.132439773,-0.013661369,0.362674,0.348508,-0.014166,6.2293,7.5384,-0.34357,0.21584,-0.06231,0.34378,573.5910645,-1.013005,-1.879358,-0.507373,0.852553,-0.486605,37,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
DFQHFXCKNSCDFW-UHFFFAOYSA-N,c1cc(ccc1Cl)OP(=O)(Oc1ccc(cc1)Cl)Oc1ccc(cc1)Cl,6,-1.854937284,C,25,275.164,429.624,112.5,-0.28220107,-0.294209732,-0.012008662,-0.097332,-0.110047,-0.012715,1.8337,2.6415,-0.35283,0.24979,-0.02836,0.35304,621.1733398,-2.598941,-1.201006,-0.817439,1.815868,-1.040169,38,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
DHNCWGKMISNJQG-UHFFFAOYSA-N,CN(C(=O)C(=O)N(C)[N+](=O)[O-])[N+](=O)[O-],100 g solvent dissolves. 0.74 g Substance.,-1.547635776,C,20,138.269,206.115,124,-0.103449545,-0.114536062,-0.011086517,-0.02385,-0.037372,-0.013522,0.7053,0.8145,-0.415,0.21366,-0.06449,0.41521,356.829834,-2.660786,0.528778,-0.501131,0.970501,-1.637978,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DIKMWTRJIZQJMY-CYFREDJKSA-N,C=CC(C)(C)c1c(C[C@H]2C(=O)N[C@@H](C)C(=O)N2)c2cc(CC=C(C)C)cc(CC=C(C)C)c2[nH]1,0.9,-2.710068449,B,23,512.35,461.648,242.5,-0.119296865,-0.142423306,-0.023126441,0.380307,0.361197,-0.01911,3.698,6.1663,-0.30002,0.28376,0.00561,0.30023,770.6435547,-1.212547,-4.51107,-0.6089,0.559805,-2.384229,73,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
DIWPMFYAXKQRRI-JXAWBTAJSA-N,CCOC(=O)C(C)SC1=N/C(=C\c2ccccc2)/C(=O)N1c1ccccc1,6.667,-1.756386539,C,20,392.88,380.467,111.75,-0.06463789,-0.08112077,-0.016482879,0.214331,0.199839,-0.014492,3.8432,4.2336,-0.32644,0.2287,-0.04945,0.32665,625.1664429,-1.527036,-1.098791,-0.560491,0.650932,-2.30065,47,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
DKMZFFROTLTIPQ-UHFFFAOYSA-N,c1ccc(cc1)N(c1ccccc1)C(=O)N1CCCCC1,43,-0.814263086,D,20,371.659,280.37,119.875,0.00264893,-0.008135302,-0.010784231,0.276789,0.263935,-0.012854,3.5949,5.1021,-0.31478,0.27696,-0.00119,0.31499,520.7526855,-0.625656,-1.627094,-0.625656,0.700834,-1.481325,41,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DKYWVDODHFEZIM-UHFFFAOYSA-N,CC(c1cccc(c1)C(=O)c1ccccc1)C(=O)O,918.13,0.557583436,E,25,297.327,254.285,94,-0.13078654,-0.143624807,-0.012838267,0.063439,0.049072,-0.014367,3.0197,4.3098,-0.36562,0.24888,-0.02927,0.36583,493.8304749,-1.634728,-0.897081,-0.560885,0.647271,-1.634728,33,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
DNDPLEAVNVOOQZ-UHFFFAOYSA-N,c1(c(c(Cl)nc(c1Cl)Cl)Cl)Cl,Solubility: 0.0811 mol-percent,-1.857437968,C,24,81.142,251.327,124.5,0.015626025,0.008590241,-0.007035784,0.017393,0.010104,-0.007289,1.2286,1.7206,-0.36314,0.21874,-0.05941,0.36335,339.9876404,0,0.184468,-0.331419,0.184038,-0.184469,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
DPJCXCZTLWNFOH-UHFFFAOYSA-N,c1ccc(c(c1)N)[N+](=O)[O-],100 g solvent dissolves. 27.87 g Substance.,0.202103636,E,25,113.099,138.126,71.4,0.01788634,0.005875158,-0.012011183,0.096153,0.08312,-0.013033,5.5586,7.9043,-0.33912,0.23839,-0.03976,0.33933,296.6594238,-1.137618,-0.616301,-0.58482,0.899687,-0.667154,16,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
DPZFRJOHZAISME-UHFFFAOYSA-N,CC1CCC(CC1)C(C)(C)OC(=O)NC(=O)N,1.8,-2.129113171,B,17,316.35,242.318,187,-0.282338166,-0.301702235,-0.019364069,-0.020654,-0.041944,-0.02129,5.3018,8.1441,-0.39348,0.27962,0.00147,0.39369,482.5611267,-1.707476,-0.974415,-0.600297,0.783877,-2.863411,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
DPZSNGJNFHWQDC-ARJAWSKDSA-N,C(#N)/C(=C(\C#N)/N)/N,36,-0.477535246,D,25,99.422,108.103,182.5,0.129440819,0.114764861,-0.014675958,0.174182,0.159048,-0.015134,5.3615,6.8828,-0.33659,0.23771,-0.04044,0.3368,278.2839661,0,0.316196,-0.445054,0.257616,-1.345918,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
DQQLZADYSWBCOX-UHFFFAOYSA-N,C(C1C(=O)NC(=O)N1)C(=O)O,2.229,-1.850860257,C,25,114.852,158.114,217.75,-0.276791927,-0.292597703,-0.015805776,-0.202198,-0.219102,-0.016904,3.1647,4.3101,-0.3972,0.26066,-0.01749,0.39741,320.6427002,-2.106078,1.508898,-0.573827,0.69963,-3.182766,17,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
DRAKXEGHHALOHS-UHFFFAOYSA-N,CCCCCCCCCCOC(=O)NC(=O)N,0.7,-2.542885865,B,20.7,303.801,244.334,159,-0.280829595,-0.301083869,-0.020254275,-0.006923,-0.026094,-0.019171,5.8594,8.0478,-0.39917,0.2727,-0.00545,0.39938,574.4927979,-1.640712,-1.070861,-0.600729,0.75733,-2.777328,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DRGIJTNVBHIOFB-UHFFFAOYSA-N,c1ccc(cc1)c1cccc(c1[N+](=O)[O-])O,150,-0.156767152,D,25,222.313,215.208,82,-0.006781777,-0.010590777,-0.003809001,0.12801,0.119912,-0.008098,4.1478,7.1431,-0.3599,0.22574,-0.05241,0.36011,408.570343,-1.454361,-1.173643,-0.492915,0.900156,-0.554205,25,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
DSSYKIVIOFKYAU-XCBNKYQSSA-N,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,100 g solvent dissolves. 181 g Substance.,0.972403313,E,25,170.705,152.236,178,-0.094986002,-0.102049384,-0.007063382,0.090752,0.082837,-0.007915,3.4387,4.4983,-0.35201,0.31053,0.03238,0.35222,338.0188599,-0.564212,-1.964746,-0.564212,0.55936,-0.564212,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
DTVXJINHUJSUDF-KTKRTIGZSA-N,CCN(CC)CCOC(=O)c1ccc(cc1)NC(=O)/C=C\C(=O)O,0.160832,-3.31785744,A,15,388.638,334.372,152,-0.297647896,-0.317058537,-0.019410641,-0.013651,-0.036161,-0.02251,6.1875,9.9182,-0.3152,0.22379,-0.05436,0.31541,632.9363403,-2.671652,-0.382588,-0.592169,0.678759,-3.50788,46,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
DYIOSHGVFJTOAR-JGWLITMVSA-N,C([C@H]([C@H]([C@@H]([C@H](CS)O)O)O)O)O,17,-1.066742368,C,20,209.777,198.24,92.5,-0.381104075,-0.40326292,-0.022158844,-0.239668,-0.26287,-0.023202,3.3459,2.2886,-0.32593,0.29729,0.01914,0.32614,383.3670654,-2.828618,-0.189069,-0.579522,0.336703,-3.074651,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
DZQISOJKASMITI-UHFFFAOYSA-N,CCCCCCCCCCP(=O)(O)O,66.678,-0.522888515,D,20,293.544,222.265,102.25,-0.380085209,-0.395326284,-0.015241075,-0.136844,-0.151346,-0.014502,1.31,5.7121,-0.40309,0.32206,0.04391,0.4033,518.1561279,-2.33087,-3.124778,-0.882958,1.691045,-0.639825,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
FATBKZJZAHWCSL-UHFFFAOYSA-N,c1c(c(Cl)nc(c1Cl)Cl)Cl,Solubility: 2.1507 mol-percent,-0.433878987,D,24.8,92.66,216.882,90.5,0.018737861,0.011351962,-0.0073859,0.03116,0.023466,-0.007694,2.3783,3.1345,-0.35955,0.22425,-0.0539,0.35976,324.2987976,0,0.07975,-0.320351,0.203027,-0.282775,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
FBFHQXIENYXRKB-UHFFFAOYSA-N,c1ccc(cc1)/N=N/c1ccc(cc1)Oc1nc(Cl)nc(Cl)n1,1.67,-2.31657923,B,25,241.278,346.175,169.25,0.191359683,0.176530702,-0.014828982,0.344309,0.327897,-0.016412,3.32,4.2656,-0.3428,0.22146,-0.05669,0.34301,584.0757446,-0.293394,0.360845,-0.533602,0.582383,-1.944829,32,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
FBMORZZOJSDNRQ-GLQYFDAESA-N,C=C1CCC[C@]2(C)C[C@]3(C(=C(C)C(=O)O3)C[C@@H]12)O,Solubility: 0.8085 molpercent,-0.858778798,D,25.04,305.331,248.322,197.25,-0.215000394,-0.227608113,-0.012607719,0.039486,0.026458,-0.013028,4.4249,6.5008,-0.36595,0.25542,-0.02273,0.36616,450.7502747,-1.59107,-1.857867,-0.550913,0.64177,-1.59107,38,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FBPFZTCFMRRESA-KVTDHHQDSA-N,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,100 g solvent dissolves. 0.030 g Substance.,-2.886123037,B,25,195.246,182.174,166,-0.448962598,-0.473403582,-0.024440984,-0.303118,-0.326438,-0.02332,0.2917,3.6093,-0.38691,0.32473,0.04658,0.38712,363.8011169,-3.390326,0.071194,-0.575658,0.34017,-3.390326,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FDBNCQRSJCGNHW-UHFFFAOYSA-N,c1ccc(cc1)COC(=O)NCCCCCC(=O)NCCCCCC(=O)NCCCCCC(=O)O,100 g solvent dissolves. 1.1 g Substance.,-1.753001822,C,20,648.319,491.628,134,-0.482931346,-0.528789358,-0.045858012,0.033578,-0.018483,-0.052061,3.0577,7.8812,-0.35628,0.27438,-0.00377,0.35649,986.310791,-3.519764,-2.047109,-0.658053,0.709417,-4.976748,76,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FDDJKDJSDPCMJE-UHFFFAOYSA-N,Cc1cc(ccc1OCC(=O)Nc1ccccc1)Cl,11,-1.399099211,C,25,274.476,275.735,129.9,-0.074828214,-0.081786127,-0.006957913,0.116892,0.106954,-0.009938,1.5464,6.0314,-0.33132,0.25942,-0.01873,0.33153,515.5122681,-0.925045,-1.055566,-0.558966,0.609237,-1.513649,33,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FEWJPZIEWOKRBE-JCYAYHJZSA-N,[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,100 g solvent dissolves. 27.6 g Substance.,0.161805214,E,25,120.444,150.088,170,-0.420717654,-0.434606525,-0.013888871,-0.361377,-0.376453,-0.015076,2.3741,3.4279,-0.4078,0.26392,-0.01423,0.40801,302.8694153,-3.062787,1.208677,-0.515657,0.58778,-3.062787,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FFDGPVCHZBVARC-UHFFFAOYSA-N,CN(C)CC(=O)O,127.157,0.090993157,E,25,152.251,103.121,180,-0.146928187,-0.157582638,-0.010654452,-0.058737,-0.070616,-0.011879,2.8537,3.5411,-0.33915,0.29912,0.02097,0.33936,282.4809875,-1.105163,-0.308306,-0.568118,0.672354,-1.358555,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FFGPTBGBLSHEPO-UHFFFAOYSA-N,c1ccc2c(c1)C=Cc1ccccc1N2C(=O)N,18.7,-1.101572489,C,25,256.933,236.273,191,0.042939873,0.029474837,-0.013465036,0.223141,0.209951,-0.01319,3.8652,5.925,-0.32169,0.25694,-0.02121,0.3219,441.2168579,-0.644956,-0.577149,-0.644956,0.706037,-1.652924,30,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FGHCYIPZQUMLRQ-UHFFFAOYSA-N,C1=C(C(=O)C(=CC1=O)Br)Br,15,-1.248609112,C,20,73.942,265.889,130,-0.026055965,-0.039445309,-0.013389344,0.000773,-0.012958,-0.013731,0.5516,1.3086,-0.40202,0.18571,-0.09244,0.40223,323.8288574,-0.873247,0.448687,-0.440391,0.547375,-0.876897,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FHHCKYIBYRNHOZ-UHFFFAOYSA-N,c1ccc(cc1)c1c[nH]c(c2ccccc2)n1,100 g solvent dissolves. 16 g Substance.; isomer(ic) III,-0.241601153,D,25,242.201,220.274,167,0.129882351,0.117115055,-0.012767297,0.305303,0.292602,-0.012701,3.5391,5.0676,-0.31617,0.26629,-0.01186,0.31638,459.2084961,0,-1.513796,-0.389376,0.297564,-0.572621,29,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
FIQMHBFVRAXMOP-UHFFFAOYSA-N,c1ccc(cc1)P(=O)(c1ccccc1)c1ccccc1,513.445,0.265996328,E,26,275.884,278.29,154.5,0.014161646,-0.001171812,-0.015333458,0.226408,0.211161,-0.015247,4.783,7.0808,-0.36063,0.27518,-0.00297,0.36084,511.5973511,-0.939089,-2.790838,-0.939089,1.378896,0.439807,35,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
FMXDVBRYDYFVGS-UHFFFAOYSA-N,COc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],100 g solvent dissolves. 2.37 g Substance.,-1.11385346,C,15,134.995,243.133,67.625,-0.022247413,-0.039800498,-0.017553085,0.064266,0.043969,-0.020297,2.3789,2.9342,-0.43239,0.182,-0.09615,0.4326,386.5101013,-3.267712,-0.329957,-0.481106,0.901732,-0.580675,22,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
FOGXJPFPZOHSQS-AYVLZSQQSA-N,CCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@H](C[C@]12C)O)C(=O)COC(=O)CC,577,0.072203685,E,25,530.517,488.621,122,-0.545591781,-0.54509998,0.000491801,-0.023497,-0.024313,-0.000816,4.85,9.8205,-0.35636,0.27324,-0.00491,0.35657,731.3222046,-3.686172,-3.070826,-0.61347,0.68166,-3.686172,75,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
FPBODWXATDKICU-FLFWOSPYSA-N,CCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@H]23)C1,3,-2.208446731,B,20,637.347,484.806,98.25,-0.313144798,-0.322444355,-0.009299557,0.380525,0.367854,-0.012671,2.387,3.2985,-0.33903,0.31194,0.03379,0.33924,892.2130127,-1.096139,-6.989661,-0.593757,0.673434,-1.096139,91,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FPWNLURCHDRMHC-UHFFFAOYSA-N,c1ccc(cc1)c1ccc(cc1)Cl,106.027,-0.250254149,D,25,163.063,188.656,76,0.059203196,0.055788757,-0.003414438,0.182845,0.179088,-0.003757,2.084,2.5596,-0.33919,0.26511,-0.01304,0.3394,387.7262878,0,-1.359645,-0.175692,0.176518,-0.115304,22,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
