StdInChIKey,Smile,Sol,LogS,Sol_cat,T,Volume,MW,MP,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LsoluHsolv,LUMO,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,Longest_chain,1st/2nd amine,3 membered ring,4 membered ring,5 membered ring,6 membered ring,7 membered ring,alcohol,aldehyde,alkene,alkyne,amide,all aromatic,azo,unfused benzene ring,Br,carbonyl,carboxyl,Cl,aromatic C,ester,ether inc. ester,F,any halides,heterocyclic,H-bond acceptor,Acidic hydroxyl,H-bond donor,I,ketone,nitrile,nitro,aromatic N,aromatic O,P,at least 1 ring,S,sulfonamide,aromatic S,thioamide,thiol
CKEVMZSLVHLLBF-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)OCc1ccccc1,100 g solvent dissolves. 3.30 g Substance.,-1.124014873,C,16,339.718,346.554,37.975,-1049.868207,-1049.876938,-0.00873061,-1049.364546,-1049.371957,-0.007411,2.0217,2.7116,-0.25959,0.2504,-0.02775,0.2598,808.4161377,-1.21338,-7.81601,-0.68806,0.83799,-1.21338,63,14,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CMWTZPSULFXXJA-VIFPVBQESA-N,C[C@@H](c1ccc2cc(ccc2c1)OC)C(=O)O,123.427,-0.270813985,D,25,122.774,230.263,155,-767.6401858,-767.6518897,-0.011703942,-767.432799,-767.445154,-0.012355,3.2736,4.4732,-0.21191,0.22744,-0.05071,0.21212,457.0258789,-1.91708,-1.83377,-0.72071,0.83801,-1.91708,31,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
CNQITZURXNIVBU-UHFFFAOYSA-N,CCCCS(=O)(=O)NNC(=O)C(c1ccccc1)(c1ccccc1)O,182.43,-0.298151846,D,21,293.011,362.45,135.5,-1507.71439,-1507.733976,-0.01958577,-1507.391893,-1507.411156,-0.019263,4.9667,7.7811,-0.25095,0.2457,-0.03245,0.25116,630.5755615,-3.35603,-3.97463,-0.96629,2.24341,-2.31875,47,3,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
COLNVLDHVKWLRT-UHFFFAOYSA-N,c1ccc(cc1)CC(C(=O)O)N,0.435,-2.579499754,B,25,127.181,165.192,269.5,-554.8152145,-554.8271667,-0.011952197,-554.664102,-554.676544,-0.012442,2.3497,3.2152,-0.24656,0.24705,-0.0311,0.24677,364.3420715,-1.36318,-1.10115,-0.9255,0.83134,-2.28868,23,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
CPYIRRUXUIUUPR-UHFFFAOYSA-N,c1cc2c(cc1COC(=O)NC(=O)N)OCO2,0.66,-2.557397822,B,16.5,158.428,238.2,176.5,-872.7547025,-872.7792942,-0.024591711,-872.597297,-872.622543,-0.025246,6.2733,8.8943,-0.22875,0.24755,-0.0306,0.22896,452.03125,-2.99457,1.49767,-0.88061,0.95026,-4.58475,27,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
CRPHWKXKBBBHLU-AIECOIEWSA-N,C(C1C(C2C(O1)OC(C(Cl)(Cl)Cl)O2)O)O,97,-0.456474038,D,20,147.729,277.489,140,-2028.82402,-2028.84657,-0.02254995,-2028.699111,-2028.72138,-0.022269,6.0124,8.0907,-0.28916,0.23377,-0.04438,0.28937,413.9046631,-3.36196,0.4893,-0.79952,0.5228,-3.2236,24,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
CUCUKLJLRRAKFN-KKIBXBACSA-N,Cc1c(c(C(=O)C)c2c(c1O)[C@@]1(C)C(=CC(=O)C(C(=O)C)C1=O)O2)O,Solubility: 0.0053 molpercent,-3.042182953,A,24.99,238.267,344.321,203,-1222.159449,-1222.177111,-0.0176623,-1221.900355,-1221.920446,-0.020091,4.2133,7.0812,-0.23697,0.18416,-0.09399,0.23718,540.9470215,-4.29854,-0.57939,-0.77888,0.66489,-4.29854,41,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
CVHZOJJKTDOEJC-UHFFFAOYSA-N,c1ccc2c(c1)C(=O)NS2(=O)=O,100 g solvent dissolves. 2.00 g Substance.,-1.064624923,C,22.5,102.143,183.188,227,-948.3281988,-948.3443827,-0.016183891,-948.247163,-948.265272,-0.018109,4.288,5.6561,-0.29988,0.18577,-0.09238,0.30009,333.5371094,-2.45615,-0.53383,-0.92549,2.29597,-1.05176,17,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
CYRRHDGXDUVPMO-ZASXJUAOSA-N,C=C[C@@H]1[C@@H]2CCNC(=O)C2=CO[C@H]1O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O,100 g solvent dissolves. 1.79 g Substance.,-1.403012021,C,20,241.757,357.361,162,-1280.081167,-1280.107445,-0.0262777,-1279.739735,-1279.767159,-0.027424,5.3821,7.3156,-0.24336,0.24585,-0.0323,0.24357,586.9038086,-5.66269,-0.6084,-0.80039,0.66808,-6.31205,48,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
CZGCEKJOLUNIFY-UHFFFAOYSA-N,c1cc(ccc1Cl)[N+](=O)[O-],100 g solvent dissolves. 8.7 g Substance.,-0.360673591,D,17,111.154,157.556,82.86,-896.3641488,-896.3719767,-0.007827943,-896.304744,-896.31286,-0.008116,3.4056,4.4303,-0.2876,0.16367,-0.11448,0.28781,305.4891968,-0.81272,-0.8428,-0.40636,0.50047,-0.28785,14,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
DBJHCHBDQALOAS-XWIAVFTESA-N,c1cc2c(c3CN[C@H]4c5cc6c(cc5C[C@H]([C@H]4c13)O)OCO6)OCO2,5.1,-1.823075118,C,21.5,245.49,339.348,198.5,-1165.10732,-1165.126149,-0.01882903,-1164.820137,-1164.838804,-0.018667,1.3366,1.823,-0.20837,0.25647,-0.02168,0.20858,539.2236938,-3.00272,-0.85558,-0.79641,0.50716,-3.71568,42,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
DBPYGJOORSXBMI-UHFFFAOYSA-N,c1ccc2c(c1)cccc2OP(=O)(Oc1cccc2ccccc12)Oc1cccc2ccccc12,1,-2.678033738,B,25,281.402,476.468,145,-1798.249692,-1798.264021,-0.01432926,-1797.880672,-1797.894511,-0.013839,0.91,1.3907,-0.22421,0.22304,-0.05511,0.22442,735.3280029,-3.58479,-4.44935,-1.10046,2.63709,-0.9477,56,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
DCAYPVUWAIABOU-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC,Solubility: 4.4 mol-percent,-0.123006146,D,25.05,223.88,226.446,18.1,-630.2396304,-630.2402677,-0.000637283,-629.817881,-629.819715,-0.001834,0,0,-0.2891,0.29286,0.01471,0.28931,631.5864258,0,-7.85356,-0.68804,0.23772,0,50,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDGUCOCCCYXUCX-MZCGDCDISA-N,C(=C\c1ccco1)/C=N/NC(=O)N,5.88,-1.483907359,C,22,131.235,179.178,218.25,-624.9570875,-624.9728133,-0.015725781,-624.828472,-624.844572,-0.0161,5.1045,7.0728,-0.21098,0.20227,-0.07588,0.21119,401.5990601,-1.20141,0.0224,-0.88302,0.7893,-2.85002,22,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
DDPOPNULNSDSKL-UHFFFAOYSA-N,CCC(=O)NNC(=O)CC,203.9,0.15053329,E,20,101.364,144.173,136,-495.8429371,-495.8558561,-0.012919042,-495.694562,-495.707403,-0.012841,0,0,-0.23834,0.26752,-0.01063,0.23855,365.7619934,-1.40636,-1.14862,-0.70318,0.66915,-2.3332,22,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DEPKBIFUJLGOBH-UHFFFAOYSA-N,c1ccc(cc1)c1cccc(c1)N=Cc1ccc(cc1)[N+](=O)[O-],3.65822,-1.917214297,C,22,211.915,302.332,112,-992.3469534,-992.3594573,-0.01250395,-992.110319,-992.122899,-0.01258,5.6878,7.0917,-0.23936,0.15974,-0.11841,0.23957,566.2838745,-0.81451,-2.82983,-0.4381,0.49839,-0.75422,37,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
DFQHFXCKNSCDFW-UHFFFAOYSA-N,c1cc(ccc1Cl)OP(=O)(Oc1ccc(cc1)Cl)Oc1ccc(cc1)Cl,6,-1.854937284,C,25,277.198,429.624,112.5,-2716.090241,-2716.102161,-0.01191989,-2715.887709,-2715.902057,-0.014348,1.7404,2.7971,-0.25485,0.23173,-0.04642,0.25506,636.8063965,-3.55616,-2.31331,-1.09265,2.62568,-0.95328,38,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
DHNCWGKMISNJQG-UHFFFAOYSA-N,CN(C(=O)C(=O)N(C)[N+](=O)[O-])[N+](=O)[O-],100 g solvent dissolves. 0.74 g Substance.,-1.547635776,C,20,107.484,206.115,124,-826.1821063,-826.194683,-0.012576725,-826.088564,-826.101668,-0.013104,1.1445,1.4663,-0.30514,0.16552,-0.11263,0.30535,355.6097107,-2.64566,0.3017,-0.55548,0.64657,-1.94306,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DIKMWTRJIZQJMY-CYFREDJKSA-N,C=CC(C)(C)c1c(C[C@H]2C(=O)N[C@@H](C)C(=O)N2)c2cc(CC=C(C)C)cc(CC=C(C)C)c2[nH]1,0.9,-2.710068449,B,23,417.011,461.648,242.5,-1443.329704,-1443.351985,-0.0222817,-1442.773985,-1442.794756,-0.020771,2.9996,3.191,-0.20413,0.25033,-0.02782,0.20434,823.0748291,-1.3894,-7.01467,-0.70874,0.69251,-3.22761,73,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
DIWPMFYAXKQRRI-JXAWBTAJSA-N,CCOC(=O)C(C)SC1=N/C(=C\c2ccccc2)/C(=O)N1c1ccccc1,6.667,-1.756386539,C,20,289.419,380.467,111.75,-1545.709337,-1545.725745,-0.01640845,-1545.39969,-1545.41639,-0.0167,3.8732,5.6721,-0.21682,0.19179,-0.08636,0.21703,680.9899902,-1.82474,-2.61596,-0.7142,0.83423,-2.53335,47,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
DKMZFFROTLTIPQ-UHFFFAOYSA-N,c1ccc(cc1)N(c1ccccc1)C(=O)N1CCCCC1,43,-0.814263086,D,20,239.181,280.37,119.875,-882.7360293,-882.7479712,-0.011941936,-882.436344,-882.448422,-0.012078,3.5985,5.2743,-0.21291,0.25098,-0.02717,0.21312,524.7387695,-0.703,-3.28735,-0.703,0.83773,-1.73626,41,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DKYWVDODHFEZIM-UHFFFAOYSA-N,CC(c1cccc(c1)C(=O)c1ccccc1)C(=O)O,918.13,0.557583436,E,25,194.344,254.285,94,-843.8620047,-843.8758159,-0.013811259,-843.645689,-843.660158,-0.014469,2.5297,3.8895,-0.2575,0.19945,-0.0787,0.25771,493.9010315,-1.96244,-1.92892,-0.71848,0.83835,-1.96244,33,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
DNDPLEAVNVOOQZ-UHFFFAOYSA-N,c1(c(c(Cl)nc(c1Cl)Cl)Cl)Cl,Solubility: 0.0811 mol-percent,-1.857437968,C,24,110.504,251.327,124.5,-2546.251388,-2546.255375,-0.00398701,-2546.249096,-2546.253264,-0.004168,1.4971,2.0723,-0.27742,0.19453,-0.08362,0.27763,341.6366272,0,0.07313,-0.45141,0.17839,-0.07312,11,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
DPJCXCZTLWNFOH-UHFFFAOYSA-N,c1ccc(c(c1)N)[N+](=O)[O-],100 g solvent dissolves. 27.87 g Substance.,0.202103636,E,25,104.895,138.126,71.4,-492.1326926,-492.1436691,-0.010976496,-492.04707,-492.0579,-0.01083,5.2264,7.301,-0.23572,0.18083,-0.09732,0.23593,295.5177612,-0.91027,-0.737,-0.79412,0.48421,-1.22018,16,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
DPZFRJOHZAISME-UHFFFAOYSA-N,CC1CCC(CC1)C(C)(C)OC(=O)NC(=O)N,1.8,-2.129113171,B,17,196.13,242.318,187,-805.7897445,-805.8092326,-0.01948811,-805.495043,-805.516138,-0.021095,5.5257,8.1337,-0.27151,0.26026,-0.01789,0.27172,484.9501648,-1.91899,-2.45009,-0.88431,0.95829,-3.51564,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
DPZSNGJNFHWQDC-ARJAWSKDSA-N,C(#N)/C(=C(\C#N)/N)/N,36,-0.477535246,D,25,71.613,108.103,182.5,-373.7974487,-373.8151146,-0.017665874,-373.746511,-373.764634,-0.018123,6.7603,9.0288,-0.24053,0.19612,-0.08203,0.24074,277.2382813,0,0.63702,-0.85027,0.44479,-2.39897,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
DQQLZADYSWBCOX-UHFFFAOYSA-N,C(C1C(=O)NC(=O)N1)C(=O)O,2.229,-1.850860257,C,25,110.087,158.114,217.75,-604.6281399,-604.6469107,-0.018770843,-604.54054,-604.559974,-0.019434,2.9494,3.7606,-0.28599,0.23809,-0.04006,0.2862,319.9217529,-2.65633,1.64103,-0.7143,0.83231,-4.00369,17,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
DRAKXEGHHALOHS-UHFFFAOYSA-N,CCCCCCCCCCOC(=O)NC(=O)N,0.7,-2.542885865,B,20.7,201.434,244.334,159,-806.9957685,-807.0175443,-0.02177585,-806.688919,-806.706143,-0.017224,6.1973,8.2801,-0.27312,0.25723,-0.02092,0.27333,575.7734985,-1.91012,-2.77283,-0.87618,0.95128,-3.49533,41,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DRGIJTNVBHIOFB-UHFFFAOYSA-N,c1ccc(cc1)c1cccc(c1[N+](=O)[O-])O,150,-0.156767152,D,25,162.811,215.208,82,-743.051134,-743.060581,-0.009446987,-742.902416,-742.91234,-0.009924,3.7859,5.1792,-0.24884,0.16614,-0.11201,0.24905,400.4928589,-1.52603,-1.57952,-0.69268,0.53512,-1.02544,25,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
DSSYKIVIOFKYAU-XCBNKYQSSA-N,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,100 g solvent dissolves. 181 g Substance.,0.972403313,E,25,109.456,152.236,178,-465.9386447,-465.9453839,-0.006739177,-465.731762,-465.7387,-0.006938,3.3462,4.5244,-0.24188,0.25287,-0.02528,0.24209,338.0874329,-0.61227,-3.40643,-0.6827,0.63169,-0.61227,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
DTVXJINHUJSUDF-KTKRTIGZSA-N,CCN(CC)CCOC(=O)c1ccc(cc1)NC(=O)/C=C\C(=O)O,0.160832,-3.31785744,A,15,235.74,334.372,152,-1146.743638,-1146.760083,-0.01644442,-1146.423165,-1146.441498,-0.018333,5.7981,8.1341,-0.21152,0.16381,-0.11434,0.21173,625.8223877,-3.20539,-1.5393,-0.71585,0.81671,-4.38423,46,2,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
DYIOSHGVFJTOAR-JGWLITMVSA-N,C([C@H]([C@H]([C@@H]([C@H](CS)O)O)O)O)O,17,-1.066742368,C,20,105.168,198.24,92.5,-1011.362585,-1011.376818,-0.01423316,-1011.191844,-1011.207418,-0.015574,1.184,1.658,-0.25863,0.26121,-0.01694,0.25884,383.4405518,-4.03743,-0.60052,-0.81356,0.52467,-4.13505,26,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
DZQISOJKASMITI-UHFFFAOYSA-N,CCCCCCCCCCP(=O)(O)O,66.678,-0.522888515,D,20,183.04,222.265,102.25,-962.0626901,-962.076488,-0.013797916,-961.784386,-961.79974,-0.015354,1.4301,2.3396,-0.29682,0.26102,-0.01713,0.29703,521.0615234,-3.23176,-5.27251,-1.14232,2.38961,-0.84215,37,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
FATBKZJZAHWCSL-UHFFFAOYSA-N,c1c(c(Cl)nc(c1Cl)Cl)Cl,Solubility: 2.1507 mol-percent,-0.433878987,D,24.8,119.581,216.882,90.5,-2086.667014,-2086.671726,-0.00471162,-2086.653165,-2086.657926,-0.004761,2.2276,3.1653,-0.27308,0.19848,-0.07967,0.27329,327.7176208,0,-0.05358,-0.4488,0.29478,-0.2412,11,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
FBFHQXIENYXRKB-UHFFFAOYSA-N,c1ccc(cc1)/N=N/c1ccc(cc1)Oc1nc(Cl)nc(Cl)n1,1.67,-2.31657923,B,25,164.495,346.175,169.25,-1846.380876,-1846.391806,-0.0109295,-1846.212286,-1846.22417,-0.011884,3.5005,4.0843,-0.24591,0.17572,-0.10243,0.24612,578.7126465,-0.48951,-0.0117,-0.547,0.77602,-2.35369,32,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
FBMORZZOJSDNRQ-GLQYFDAESA-N,C=C1CCC[C@]2(C)C[C@]3(C(=C(C)C(=O)O3)C[C@@H]12)O,Solubility: 0.8085 molpercent,-0.858778798,D,25.04,190.39,248.322,197.25,-809.3396925,-809.3532919,-0.013599396,-809.055626,-809.0695,-0.013874,4.8264,6.7156,-0.25923,0.2224,-0.05575,0.25944,449.7468262,-1.95486,-3.34175,-0.75722,0.80232,-1.95486,38,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FBPFZTCFMRRESA-KVTDHHQDSA-N,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,100 g solvent dissolves. 0.030 g Substance.,-2.886123037,B,25,114.802,182.174,166,-688.3839672,-688.4043197,-0.020352457,-688.207694,-688.229325,-0.021631,0.8326,1.5859,-0.27319,0.2679,-0.01025,0.2734,371.2924194,-4.8127,-0.144,-0.81255,0.52244,-4.8127,26,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FDBNCQRSJCGNHW-UHFFFAOYSA-N,c1ccc(cc1)COC(=O)NCCCCCC(=O)NCCCCCC(=O)NCCCCCC(=O)O,100 g solvent dissolves. 1.1 g Substance.,-1.753001822,C,20,402.271,491.628,134,-1631.22021,-1631.257875,-0.03766466,-1630.651836,-1630.682348,-0.030512,4.5632,5.349,-0.25617,0.25429,-0.02386,0.25638,1004.742371,-4.10029,-4.92163,-0.72833,0.93003,-6.08917,76,5,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FDDJKDJSDPCMJE-UHFFFAOYSA-N,Cc1cc(ccc1OCC(=O)Nc1ccccc1)Cl,11,-1.399099211,C,25,164.129,275.735,129.9,-1245.468808,-1245.480608,-0.01179983,-1245.25669,-1245.268927,-0.012237,2.2894,3.2531,-0.2354,0.24165,-0.0365,0.23561,504.9584045,-1.23352,-1.92793,-0.70143,0.68067,-1.87967,33,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FEWJPZIEWOKRBE-JCYAYHJZSA-N,[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,100 g solvent dissolves. 27.6 g Substance.,0.161805214,E,25,111.288,150.088,170,-607.4161228,-607.4315962,-0.015473434,-607.338081,-607.355068,-0.016987,2.7593,3.856,-0.29015,0.23557,-0.04258,0.29036,299.0982361,-4.25462,1.56674,-0.78738,0.81625,-4.25462,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FFDGPVCHZBVARC-UHFFFAOYSA-N,CN(C)CC(=O)O,127.157,0.090993157,E,25,76.629,103.121,180,-363.0553315,-363.0650037,-0.009672184,-362.952083,-362.961861,-0.009778,1.9111,2.8928,-0.2292,0.26887,-0.00928,0.22941,280.4420776,-1.36727,-0.50074,-0.72784,0.81982,-1.92356,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FFGPTBGBLSHEPO-UHFFFAOYSA-N,c1ccc2c(c1)C=Cc1ccccc1N2C(=O)N,18.7,-1.101572489,C,25,154.101,236.273,191,-763.5937943,-763.6085575,-0.014763207,-763.396656,-763.411597,-0.014941,3.8979,5.8283,-0.22547,0.21486,-0.06329,0.22568,439.3547668,-0.72279,-1.30401,-0.89046,0.82308,-2.13959,30,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FGHCYIPZQUMLRQ-UHFFFAOYSA-N,C1=C(C(=O)C(=CC1=O)Br)Br,15,-1.248609112,C,20,134.808,265.889,130,-5523.718111,-5523.727356,-0.00924479,-5523.688401,-5523.697702,-0.009301,0.3491,0.7969,-0.29069,0.11932,-0.15883,0.2909,321.2123108,-1.03576,0.16733,-0.53062,0.5006,-0.74058,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FHHCKYIBYRNHOZ-UHFFFAOYSA-N,c1ccc(cc1)c1c[nH]c(c2ccccc2)n1,100 g solvent dissolves. 16 g Substance.; isomer(ic) III,-0.241601153,D,25,166.818,220.274,167,-688.3665942,-688.3785713,-0.011977006,-688.176029,-688.184966,-0.008937,3.3514,4.9283,-0.20692,0.23269,-0.04546,0.20713,449.2838135,0,-2.17307,-0.54738,0.46565,-1.0637,29,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
FIQMHBFVRAXMOP-UHFFFAOYSA-N,c1ccc(cc1)P(=O)(c1ccccc1)c1ccccc1,513.445,0.265996328,E,26,209.316,278.29,154.5,-1111.581155,-1111.595084,-0.01392876,-1111.349472,-1111.364443,-0.014971,4.2366,6.5088,-0.2614,0.23714,-0.04101,0.26161,511.4407043,-1.13127,-4.73933,-1.13127,1.99949,0.86822,35,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
FMXDVBRYDYFVGS-UHFFFAOYSA-N,COc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],100 g solvent dissolves. 2.37 g Substance.,-1.11385346,C,15,149.15,243.133,67.625,-960.2812144,-960.2964111,-0.015196773,-960.18676,-960.201976,-0.015216,2.4833,3.0971,-0.32084,0.13504,-0.14311,0.32105,389.7501221,-2.80281,-0.05269,-0.55002,0.50643,-1.28438,22,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
FOGXJPFPZOHSQS-AYVLZSQQSA-N,CCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@H](C[C@]12C)O)C(=O)COC(=O)CC,577,0.072203685,E,25,383.493,488.621,122,-1617.702415,-1617.728282,-0.02586756,-1617.124322,-1617.150409,-0.026087,2.4524,3.1468,-0.2456,0.22022,-0.05793,0.24581,777.3986206,-4.39566,-6.0207,-0.79725,0.84384,-4.39566,75,2,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
